imageJ_ID,Area,sample_ID.group
1,198.383,40
2,150.398,38
3,103.016,39
4,158.715,37
5,135.266,43
6,182.867,41
7,165.098,42
8,127.426,44
9,200.824,46
10,194.016,47
11,141.039,45
