imageJ_ID,Area,sample_ID.group
1,125.345,61
2,98.592,64
3,83.131,63
4,193.372,62
5,139.546,66
6,95.604,67
7,134.638,65
8,129.636,68
9,168.512,71
10,143.95,70
11,153.054,69
