contrast,estimate,SE,df,t.ratio,p.value,comparison,metric
1 - 10,0.08934657237297332,0.12872491038706346,90,0.6940892178857747,0.998756524634654,family:treatment,metabolism_per_area_mm2_measurement
1 - 3,0.25005281337404756,0.12872491038706332,90,1.942536317346526,0.5866494465018669,family:treatment,metabolism_per_area_mm2_measurement
1 - 5,0.13876378766640407,0.12872491038706327,90,1.077987059762985,0.975975360420434,family:treatment,metabolism_per_area_mm2_measurement
1 - 6,-0.032713944232480884,0.12872491038706355,90,-0.2541384113930487,0.9999994235928547,family:treatment,metabolism_per_area_mm2_measurement
1 - 7,0.025866184144037786,0.12872491038706335,90,0.20094155875704767,0.9999999100483523,family:treatment,metabolism_per_area_mm2_measurement
1 - 8,0.10554080774715707,0.1287249103870634,90,0.8198942025269703,0.9959849532678497,family:treatment,metabolism_per_area_mm2_measurement
1 - 9,0.2348138198393477,0.12872491038706338,90,1.8241521328955306,0.6662237503701417,family:treatment,metabolism_per_area_mm2_measurement
1 - 9b,0.26329869843357356,0.12872491038706338,90,2.045437030345252,0.5166066991180717,family:treatment,metabolism_per_area_mm2_measurement
10 - 3,0.16070624100107422,0.12872491038706338,90,1.2484470994607497,0.9430670774616101,family:treatment,metabolism_per_area_mm2_measurement
10 - 5,0.04941721529343075,0.12872491038706332,90,0.38389784187720916,0.9999854690440197,family:treatment,metabolism_per_area_mm2_measurement
10 - 6,-0.1220605166054542,0.1287249103870634,90,-0.948227629278824,0.9893478029830364,family:treatment,metabolism_per_area_mm2_measurement
10 - 7,-0.06348038822893554,0.12872491038706335,90,-0.4931476591287277,0.9999008921734693,family:treatment,metabolism_per_area_mm2_measurement
10 - 8,0.016194235374183755,0.12872491038706319,90,0.12580498464119552,0.9999999978299721,family:treatment,metabolism_per_area_mm2_measurement
10 - 9,0.1454672474663744,0.12872491038706335,90,1.1300629150097559,0.9680231712729741,family:treatment,metabolism_per_area_mm2_measurement
10 - 9b,0.17395212606060023,0.12872491038706335,90,1.3513478124594767,0.9125269425130409,family:treatment,metabolism_per_area_mm2_measurement
3 - 5,-0.11128902570764349,0.12872491038706335,90,-0.8645492575835412,0.9942356540955737,family:treatment,metabolism_per_area_mm2_measurement
3 - 6,-0.2827667576065284,0.12872491038706355,90,-2.196674728739571,0.4167975939570654,family:treatment,metabolism_per_area_mm2_measurement
3 - 7,-0.22418662923000976,0.12872491038706338,90,-1.7415947585894773,0.7193398319340012,family:treatment,metabolism_per_area_mm2_measurement
3 - 8,-0.14451200562689048,0.12872491038706335,90,-1.122642114819555,0.9692605163372967,family:treatment,metabolism_per_area_mm2_measurement
3 - 9,-0.015238993534699846,0.12872491038706338,90,-0.11838418445099448,0.9999999986636343,family:treatment,metabolism_per_area_mm2_measurement
3 - 9b,0.013245885059526008,0.12872491038706338,90,0.10290071299872659,0.9999999995632481,family:treatment,metabolism_per_area_mm2_measurement
5 - 6,-0.17147773189888496,0.12872491038706338,90,-1.3321254711560333,0.9188978755252672,family:treatment,metabolism_per_area_mm2_measurement
5 - 7,-0.11289760352236629,0.12872491038706335,90,-0.8770455010059367,0.9936499913721719,family:treatment,metabolism_per_area_mm2_measurement
5 - 8,-0.033222979919247,0.12872491038706335,90,-0.2580928572360137,0.9999993489732248,family:treatment,metabolism_per_area_mm2_measurement
5 - 9,0.09605003217294364,0.12872491038706335,90,0.7461650731325467,0.9979183338108784,family:treatment,metabolism_per_area_mm2_measurement
5 - 9b,0.1245349107671695,0.12872491038706335,90,0.9674499705822678,0.987863417141483,family:treatment,metabolism_per_area_mm2_measurement
6 - 7,0.05858012837651867,0.12872491038706338,90,0.45507997015009666,0.9999462196517441,family:treatment,metabolism_per_area_mm2_measurement
6 - 8,0.13825475197963796,0.12872491038706338,90,1.0740326139200196,0.9765120529807083,family:treatment,metabolism_per_area_mm2_measurement
6 - 9,0.2675277640718286,0.1287249103870634,90,2.078290544288579,0.49445014489446726,family:treatment,metabolism_per_area_mm2_measurement
6 - 9b,0.2960126426660544,0.1287249103870634,90,2.2995754417383,0.35352470164295,family:treatment,metabolism_per_area_mm2_measurement
7 - 8,0.07967462360311929,0.12872491038706335,90,0.6189526437699231,0.9994590717127827,family:treatment,metabolism_per_area_mm2_measurement
7 - 9,0.2089476356953099,0.12872491038706335,90,1.6232105741384832,0.7895995261642987,family:treatment,metabolism_per_area_mm2_measurement
7 - 9b,0.23743251428953577,0.12872491038706338,90,1.844495471588204,0.6527645507015591,family:treatment,metabolism_per_area_mm2_measurement
8 - 9,0.12927301209219064,0.12872491038706332,90,1.0042579303685606,0.984576033920556,family:treatment,metabolism_per_area_mm2_measurement
8 - 9b,0.1577578906864165,0.12872491038706332,90,1.2255428278182816,0.9487043294045667,family:treatment,metabolism_per_area_mm2_measurement
9 - 9b,0.028484878594225854,0.12872491038706335,90,0.22128489744972113,0.9999998069059863,family:treatment,metabolism_per_area_mm2_measurement
1 - 10,0.08934657237297332,0.12872491038706346,90,0.6940892178857747,0.998756524634654,family,metabolism_per_area_mm2_measurement
1 - 3,0.25005281337404756,0.12872491038706332,90,1.942536317346526,0.5866494465018669,family,metabolism_per_area_mm2_measurement
1 - 5,0.13876378766640407,0.12872491038706327,90,1.077987059762985,0.975975360420434,family,metabolism_per_area_mm2_measurement
1 - 6,-0.032713944232480884,0.12872491038706355,90,-0.2541384113930487,0.9999994235928547,family,metabolism_per_area_mm2_measurement
1 - 7,0.025866184144037786,0.12872491038706335,90,0.20094155875704767,0.9999999100483523,family,metabolism_per_area_mm2_measurement
1 - 8,0.10554080774715707,0.1287249103870634,90,0.8198942025269703,0.9959849532678497,family,metabolism_per_area_mm2_measurement
1 - 9,0.2348138198393477,0.12872491038706338,90,1.8241521328955306,0.6662237503701417,family,metabolism_per_area_mm2_measurement
1 - 9b,0.26329869843357356,0.12872491038706338,90,2.045437030345252,0.5166066991180717,family,metabolism_per_area_mm2_measurement
10 - 3,0.16070624100107422,0.12872491038706338,90,1.2484470994607497,0.9430670774616101,family,metabolism_per_area_mm2_measurement
10 - 5,0.04941721529343075,0.12872491038706332,90,0.38389784187720916,0.9999854690440197,family,metabolism_per_area_mm2_measurement
10 - 6,-0.1220605166054542,0.1287249103870634,90,-0.948227629278824,0.9893478029830364,family,metabolism_per_area_mm2_measurement
10 - 7,-0.06348038822893554,0.12872491038706335,90,-0.4931476591287277,0.9999008921734693,family,metabolism_per_area_mm2_measurement
10 - 8,0.016194235374183755,0.12872491038706319,90,0.12580498464119552,0.9999999978299721,family,metabolism_per_area_mm2_measurement
10 - 9,0.1454672474663744,0.12872491038706335,90,1.1300629150097559,0.9680231712729741,family,metabolism_per_area_mm2_measurement
10 - 9b,0.17395212606060023,0.12872491038706335,90,1.3513478124594767,0.9125269425130409,family,metabolism_per_area_mm2_measurement
3 - 5,-0.11128902570764349,0.12872491038706335,90,-0.8645492575835412,0.9942356540955737,family,metabolism_per_area_mm2_measurement
3 - 6,-0.2827667576065284,0.12872491038706355,90,-2.196674728739571,0.4167975939570654,family,metabolism_per_area_mm2_measurement
3 - 7,-0.22418662923000976,0.12872491038706338,90,-1.7415947585894773,0.7193398319340012,family,metabolism_per_area_mm2_measurement
3 - 8,-0.14451200562689048,0.12872491038706335,90,-1.122642114819555,0.9692605163372967,family,metabolism_per_area_mm2_measurement
3 - 9,-0.015238993534699846,0.12872491038706338,90,-0.11838418445099448,0.9999999986636343,family,metabolism_per_area_mm2_measurement
3 - 9b,0.013245885059526008,0.12872491038706338,90,0.10290071299872659,0.9999999995632481,family,metabolism_per_area_mm2_measurement
5 - 6,-0.17147773189888496,0.12872491038706338,90,-1.3321254711560333,0.9188978755252672,family,metabolism_per_area_mm2_measurement
5 - 7,-0.11289760352236629,0.12872491038706335,90,-0.8770455010059367,0.9936499913721719,family,metabolism_per_area_mm2_measurement
5 - 8,-0.033222979919247,0.12872491038706335,90,-0.2580928572360137,0.9999993489732248,family,metabolism_per_area_mm2_measurement
5 - 9,0.09605003217294364,0.12872491038706335,90,0.7461650731325467,0.9979183338108784,family,metabolism_per_area_mm2_measurement
5 - 9b,0.1245349107671695,0.12872491038706335,90,0.9674499705822678,0.987863417141483,family,metabolism_per_area_mm2_measurement
6 - 7,0.05858012837651867,0.12872491038706338,90,0.45507997015009666,0.9999462196517441,family,metabolism_per_area_mm2_measurement
6 - 8,0.13825475197963796,0.12872491038706338,90,1.0740326139200196,0.9765120529807083,family,metabolism_per_area_mm2_measurement
6 - 9,0.2675277640718286,0.1287249103870634,90,2.078290544288579,0.49445014489446726,family,metabolism_per_area_mm2_measurement
6 - 9b,0.2960126426660544,0.1287249103870634,90,2.2995754417383,0.35352470164295,family,metabolism_per_area_mm2_measurement
7 - 8,0.07967462360311929,0.12872491038706335,90,0.6189526437699231,0.9994590717127827,family,metabolism_per_area_mm2_measurement
7 - 9,0.2089476356953099,0.12872491038706335,90,1.6232105741384832,0.7895995261642987,family,metabolism_per_area_mm2_measurement
7 - 9b,0.23743251428953577,0.12872491038706338,90,1.844495471588204,0.6527645507015591,family,metabolism_per_area_mm2_measurement
8 - 9,0.12927301209219064,0.12872491038706332,90,1.0042579303685606,0.984576033920556,family,metabolism_per_area_mm2_measurement
8 - 9b,0.1577578906864165,0.12872491038706332,90,1.2255428278182816,0.9487043294045667,family,metabolism_per_area_mm2_measurement
9 - 9b,0.028484878594225854,0.12872491038706335,90,0.22128489744972113,0.9999998069059863,family,metabolism_per_area_mm2_measurement
