imageJ_ID,Area,sample_ID.group
1,174.154,59
2,171.704,57
3,178.695,56
4,124.458,58
5,122.013,61
6,175.591,60
7,136.715,63
8,166.335,62
9,162.448,65
10,219.706,66
12,195.23,64
