imageJ_ID,Area,sample_ID.group
1,123.259,1
2,91.188,2
3,161.735,3
4,105.846,4
5,60.784,7
6,184.364,6
7,84.067,8
8,75.109,5
9,99.964,9
10,232.042,10
11,134.47,11
