imageJ_ID,Area,sample_ID.group
1,146.653,45
2,213.259,47
3,173.887,48
4,128.38,46
5,148.612,51
6,118.8,50
7,125.954,49
8,110.518,52
9,178.012,54
10,106.694,55
11,109.571,53
