imageJ_ID,Area,sample_ID.group
1,154.767,70
2,211.905,69
3,122.985,67
4,163.275,68
5,157.042,72
6,131.029,71
7,145.87,73
8,187.406,74
9,165.651,75
10,179.591,76
11,148.834,77
