imageJ_ID,Area,sample_ID.group
1,235.28,35
2,165.3,36
3,163.75,34
4,91.199,37
5,143.089,40
6,158.987,38
7,191.716,41
8,105.18,39
10,137.297,44
11,111.998,43
12,66.207,42
