imageJ_ID,Area,sample_ID.group
1,124.4,12
2,166.263,14
3,202.983,13
4,156.37,17
5,137.366,15
6,150.185,16
7,50.841,18
8,227.283,19
9,112.485,20
10,89.494,22
11,168.651,21
