trace_id,family_id_group,treatment_group,AUC,n_timepoints,metric
1,6,NA,0.025394064453809515,5,metabolism_per_area_mm2_measurement
10,6,NA,0.02447361397387666,5,metabolism_per_area_mm2_measurement
11,6,NA,0.06427370289544096,5,metabolism_per_area_mm2_measurement
12,5,NA,0.023462432226119427,5,metabolism_per_area_mm2_measurement
13,5,NA,0.026042294006456232,5,metabolism_per_area_mm2_measurement
14,5,NA,0.029056587679945546,5,metabolism_per_area_mm2_measurement
15,5,NA,0.030780264943380417,5,metabolism_per_area_mm2_measurement
16,5,NA,0.02735484695331117,5,metabolism_per_area_mm2_measurement
17,5,NA,0.026224078105421527,5,metabolism_per_area_mm2_measurement
18,5,NA,0.04950023599136222,5,metabolism_per_area_mm2_measurement
19,5,NA,0.02616752369025907,5,metabolism_per_area_mm2_measurement
2,6,NA,0.031959994832413026,5,metabolism_per_area_mm2_measurement
20,5,NA,0.031493797216859416,5,metabolism_per_area_mm2_measurement
21,5,NA,0.02878480508309151,5,metabolism_per_area_mm2_measurement
22,5,NA,0.07543348359219819,5,metabolism_per_area_mm2_measurement
23,9,NA,0.029161426246155017,5,metabolism_per_area_mm2_measurement
24,9,NA,0.025968172079986106,5,metabolism_per_area_mm2_measurement
25,9,NA,0.026012802849255955,5,metabolism_per_area_mm2_measurement
26,9,NA,0.04842923896568316,5,metabolism_per_area_mm2_measurement
27,9,NA,0.03868304807347144,5,metabolism_per_area_mm2_measurement
28,9,NA,0.07081775381848548,5,metabolism_per_area_mm2_measurement
29,9,NA,0.04312189314936702,5,metabolism_per_area_mm2_measurement
3,6,NA,0.035051375729664574,5,metabolism_per_area_mm2_measurement
30,9,NA,0.03349502056375969,5,metabolism_per_area_mm2_measurement
31,9,NA,0.05366450450053363,5,metabolism_per_area_mm2_measurement
32,9,NA,0.03527305604777726,5,metabolism_per_area_mm2_measurement
33,9,NA,0.04167290066350321,5,metabolism_per_area_mm2_measurement
34,1,NA,0.01696256521749154,5,metabolism_per_area_mm2_measurement
35,1,NA,0.043949207327611844,5,metabolism_per_area_mm2_measurement
36,1,NA,0.028201518230218686,5,metabolism_per_area_mm2_measurement
37,1,NA,0.036214746864595075,5,metabolism_per_area_mm2_measurement
38,1,NA,0.03011312823820414,5,metabolism_per_area_mm2_measurement
39,1,NA,0.03138929243458798,5,metabolism_per_area_mm2_measurement
4,6,NA,0.027274417017315172,5,metabolism_per_area_mm2_measurement
40,1,NA,0.028236149473590405,5,metabolism_per_area_mm2_measurement
41,1,NA,0.02580060288557026,5,metabolism_per_area_mm2_measurement
42,1,NA,0.022167797127305728,5,metabolism_per_area_mm2_measurement
43,1,NA,0.0346257550249222,5,metabolism_per_area_mm2_measurement
44,1,NA,0.03142309861360191,5,metabolism_per_area_mm2_measurement
45,8,NA,0.028086216429242264,5,metabolism_per_area_mm2_measurement
46,8,NA,0.026557629214349635,5,metabolism_per_area_mm2_measurement
47,8,NA,0.023430977414889625,5,metabolism_per_area_mm2_measurement
48,8,NA,0.02694341419530633,5,metabolism_per_area_mm2_measurement
49,8,NA,0.0284460347584168,5,metabolism_per_area_mm2_measurement
5,6,NA,0.02432277340031559,5,metabolism_per_area_mm2_measurement
50,8,NA,0.029864152320547666,5,metabolism_per_area_mm2_measurement
51,8,NA,0.0245333817257334,5,metabolism_per_area_mm2_measurement
52,8,NA,0.030331068142718125,5,metabolism_per_area_mm2_measurement
53,8,NA,0.02550841424491694,5,metabolism_per_area_mm2_measurement
54,8,NA,0.03545529761217337,5,metabolism_per_area_mm2_measurement
55,8,NA,0.03429872756235782,5,metabolism_per_area_mm2_measurement
56,9b,NA,0.024164993942876377,5,metabolism_per_area_mm2_measurement
57,9b,NA,0.03759391712813497,5,metabolism_per_area_mm2_measurement
58,9b,NA,0.028364850456696518,5,metabolism_per_area_mm2_measurement
59,9b,NA,0.029593404652846867,5,metabolism_per_area_mm2_measurement
6,6,NA,0.041523208589257905,5,metabolism_per_area_mm2_measurement
60,9b,NA,0.051259205160576575,5,metabolism_per_area_mm2_measurement
61,9b,NA,0.041832801436058414,5,metabolism_per_area_mm2_measurement
62,9b,NA,0.029589430858618742,5,metabolism_per_area_mm2_measurement
63,9b,NA,0.061749212462140816,5,metabolism_per_area_mm2_measurement
64,9b,NA,0.01995313194408586,5,metabolism_per_area_mm2_measurement
65,9b,NA,0.02300624921398086,5,metabolism_per_area_mm2_measurement
66,9b,NA,0.03666803253717612,5,metabolism_per_area_mm2_measurement
67,7,NA,0.024784397861467147,5,metabolism_per_area_mm2_measurement
68,7,NA,0.02411316590663702,5,metabolism_per_area_mm2_measurement
69,7,NA,0.01933081314133056,5,metabolism_per_area_mm2_measurement
7,6,NA,0.02737032292394124,5,metabolism_per_area_mm2_measurement
70,7,NA,0.015087300802367502,5,metabolism_per_area_mm2_measurement
71,7,NA,0.01798528699497563,5,metabolism_per_area_mm2_measurement
72,7,NA,0.013145374623966088,5,metabolism_per_area_mm2_measurement
73,7,NA,0.02146927743970402,5,metabolism_per_area_mm2_measurement
74,7,NA,0.010942578404247852,5,metabolism_per_area_mm2_measurement
75,7,NA,0.012751753243451541,5,metabolism_per_area_mm2_measurement
