value_metric,feature,n,n_family,f_statistic,p_value,kruskal_p_value,eta_sq,omega_sq,max_abs_pairwise_d,p_adj_bh,rank_within_metric,rank_score
metabolism_per_area_mm2_measurement,inflection_time,162,9,1.0897435897435908,0.3732816227269816,0.3700726052129163,0.0539083557951483,0.004412228175228542,0.7002746713858887,0.7154564435600481,1,13
metabolism_per_area_mm2_measurement,auc_total,162,9,1.0252124636770792,0.4194780767660121,0.378775317620892,0.050878493987352974,0.0012435116880894445,0.8352992067463348,0.7202916518079155,13,15
metabolism_per_area_mm2_measurement,time_to_trough,162,9,1.0000000000000013,0.43843839675264423,0.4334701203667703,0.04968944099378888,6.245004513516503e-17,0.7071067811865472,0.7202916518079155,13,16
metabolism_per_area_mm2_measurement,auc_late,162,9,0.8780029817347117,0.53652501033185,0.31177581707749186,0.04389355850901188,0,0.7648767004486334,0.7431833599704332,15,18
metabolism_per_area_mm2_measurement,metabolic_scope,162,9,0.8039138717338531,0.6000433142024775,0.24406962091788298,0.04033907100547427,0,0.6707375892886406,0.7431833599704332,15,19
metabolism_per_area_mm2_measurement,final_delta,162,9,0.7967706923073443,0.6062678614960106,0.24289715861045724,0.03999497357004575,0,0.6711104961285441,0.7431833599704332,15,20
metabolism_per_area_mm2_measurement,peak_value,162,9,0.7951351104799451,0.6076948798128878,0.2689316432150978,0.03991615047137035,0,0.6664852451135805,0.7431833599704332,15,21
metabolism_per_area_mm2_measurement,final_value,162,9,0.7879921815504384,0.6139340799755753,0.26753332757461107,0.03957176171045354,0,0.6668521802917311,0.7431833599704332,15,22
metabolism_per_area_mm2_measurement,time_to_min_slope,162,9,0.7476851851851823,0.6492944842062356,0.7490546009533505,0.03762376237623749,0,0.7097208632298357,0.7466886568371709,20,24
corrected_fc,time_to_vmax,162,9,1.604337631887453,0.12777891325923305,0.21752928262876345,0.07739454392500887,0.028978989529899368,0.9982399517011592,0.8435452052083716,1,2
corrected_fc,delta_auc_late_minus_early,162,9,1.4992805166626864,0.1617126275257092,0.13058637507143656,0.07269492457937593,0.02406254598860619,0.7891072807558279,0.8435452052083716,1,3
corrected_fc,min_slope,162,9,1.449918868916404,0.18018154993211669,0.26390946147021455,0.07047021075290223,0.021735296247562357,0.9296319745194581,0.8435452052083716,1,4
corrected_fc,depression_abs,162,9,1.2487338768008096,0.2746288026750008,0.28402335382578825,0.06129136094305814,0.012134109272100513,0.7812878723238045,0.8435452052083716,1,5
corrected_fc,time_to_peak,162,9,1.2234848484848626,0.2888345900825949,0.2881794073103947,0.060126582278481666,0.010915818686402163,0.7177405625652742,0.8435452052083716,1,6
corrected_fc,resilience_ratio,162,9,1.1446131683247334,0.33676249259337554,0.2883076138265519,0.056469413541320915,0.0070907531871864556,0.7701534627300322,0.8435452052083716,1,7
corrected_fc,stability_cv,162,9,1.1386291558771016,0.34061921891924696,0.4523786829140736,0.056190781380681884,0.006799336768413449,0.8804776907479167,0.8435452052083716,1,8
corrected_fc,metabolic_depression_index,162,9,1.131382156001572,0.34533144749639877,0.2883076138265519,0.0558531206258056,0.006446184807092915,0.7658589675731345,0.8435452052083716,1,9
corrected_fc,inflection_time,162,9,1.0897435897435908,0.3732816227269816,0.3700726052129163,0.0539083557951483,0.004412228175228542,0.7002746713858887,0.8435452052083716,1,10
corrected_fc,initial_slope,162,9,1.055051133142236,0.3976911358914695,0.3273741261271363,0.052281886016111105,0.002711203866528601,0.6461734439008373,0.8435452052083716,1,11
corrected_fc,time_to_trough,162,9,1.0000000000000013,0.43843839675264423,0.4334701203667703,0.04968944099378888,6.245004513516503e-17,0.7071067811865472,0.8435452052083716,1,12
corrected_fc,auc_early,162,9,0.9978073028452628,0.44011054184784604,0.28712496361227324,0.04958588967376226,0,0.6686519494187436,0.8435452052083716,1,13
metabolism_per_area_mm2_measurement,late_early_auc_ratio,162,9,0.6030799746828013,0.7742661183854753,0.2295597594306362,0.03056962337220543,0,0.6044064814683114,0.8480057487079016,21,26
corrected_fc,vmax,162,9,0.9398759453614804,0.4855601233394564,0.3635139744291946,0.046841851797182796,0,0.624723954329142,0.8590679105236536,13,15
corrected_fc,auc_total,162,9,0.8353891415294472,0.5727966708724517,0.42603839385775777,0.04185234744704162,0,0.6128449257648483,0.9410231021475991,14,17
corrected_fc,time_to_min_slope,162,9,0.7476851851851823,0.6492944842062356,0.7490546009533505,0.03762376237623749,0,0.7097208632298357,0.9891811380690367,15,19
corrected_fc,auc_late,162,9,0.633634602984601,0.7485713466224928,0.586876072338752,0.03206874441055196,0,0.5259205104064453,0.9891811380690367,15,20
corrected_fc,late_early_auc_ratio,162,9,0.6030799746828017,0.7742661183854745,0.2295597594306362,0.03056962337220545,0,0.6044064814683114,0.9891811380690367,15,21
corrected_fc,metabolic_scope,162,9,0.4350142751830952,0.89855921669267,0.7366024501233972,0.022239977387696626,0,0.3725029649839034,0.9891811380690367,15,22
corrected_fc,peak_value,162,9,0.4331759092640145,0.8996972899007278,0.7109298272721167,0.022148073075610005,0,0.37171503477850487,0.9891811380690367,15,23
corrected_fc,final_delta,162,9,0.4293483343003713,0.9020479714287883,0.7318286256634987,0.021956667998352542,0,0.37226570757532346,0.9891811380690367,15,24
corrected_fc,final_value,162,9,0.4275140676563032,0.9031653869325986,0.7094464275844923,0.021864915487440836,0,0.3714696576306808,0.9891811380690367,15,25
metabolism_per_area_mm2_measurement,baseline_value,162,9,0.033609551735412385,0.9999868648396921,0.9999351381626725,0.0017542792781832116,0,0.1259218235152724,0.9999898731476444,22,28
metabolism_per_area_mm2_measurement,trough_value,162,9,0.031436396979511436,0.9999898731476444,0.9999411726370636,0.001641035750494187,0,0.12558791256382323,0.9999898731476444,22,29
corrected_fc,trough_value,162,9,2.9470785561659055e-4,0.9999999999999132,0.999999999706096,1.540932362707806e-5,0,0.012138942614918762,1,22,27
corrected_fc,baseline_value,162,9,5.808542504963886e-31,1,1,3.0371464078242536e-32,0,0,1,22,28
