value_metric,feature,family_id_group,n,mean,sd,se,median,iqr
corrected_fc,auc_early,1,18,1.5238829803994662,0.5358505181183915,0.12630117835461319,1.558345805068202,0.5816873112476213
corrected_fc,auc_early,10,18,1.4263257618086065,0.5721338886712394,0.13485325080868754,1.29916042478422,0.37752721737512296
corrected_fc,auc_early,2,18,1.8665424277099203,1.4533535396250266,0.3425587144434427,1.2945571918427137,0.9675661159047064
corrected_fc,auc_early,3,18,2.08949133093038,1.2899184866402427,0.3040367030270682,1.8783142833855933,1.5857774298738816
corrected_fc,auc_early,5,18,1.9843641840546205,1.7976315360427253,0.4237058164035336,1.5031197820873086,1.1742225048837698
corrected_fc,auc_early,6,18,1.3287691641612818,1.455326834625336,0.34302382453544283,1.02478563667332,0.6516374601999978
corrected_fc,auc_early,7,18,1.6622939967980777,0.9186041265072654,0.21651706902641088,1.5575684229297289,0.8844520284473476
corrected_fc,auc_early,8,18,1.4207376598167156,0.5944467934400218,0.14011245289867946,1.2627136065518776,1.0384726972350244
corrected_fc,auc_early,9,18,1.6198933831271762,0.8437416107332645,0.1988718048395839,1.34658641189325,0.6384642967190115
corrected_fc,auc_late,1,18,1.5171156215674657,0.5346120654593574,0.12600927226348602,1.4721164816775665,0.5343916966189481
corrected_fc,auc_late,10,18,1.5219291638431163,0.5620195360212508,0.13246927502664785,1.3689197889608244,0.4399767141729156
corrected_fc,auc_late,2,18,1.7293303033247938,1.030444813068874,0.24287817165316838,1.4545097510579499,0.8218596231885205
corrected_fc,auc_late,3,18,1.8768799306117065,0.862701639869081,0.2033407265640607,1.8593691619196009,0.9259975021637947
corrected_fc,auc_late,5,18,1.8426957628160954,1.3327201728605134,0.3141251572179256,1.5738646720344454,1.0113420548660095
corrected_fc,auc_late,6,18,1.4091398436651952,1.1324595032544431,0.2669232647234553,1.0844417028834328,0.7378280457849278
corrected_fc,auc_late,7,18,1.6528533226267292,0.9395745923178549,0.2214598552195137,1.5055872128058807,1.0090989448325391
corrected_fc,auc_late,8,18,1.4598732962898964,0.4940628532804697,0.11645173129566483,1.3646986047199605,0.8517936572565159
corrected_fc,auc_late,9,18,1.6945168780394362,0.7249993418672949,0.17088398366338275,1.543253682397034,0.8376655600411496
corrected_fc,auc_total,1,18,3.040998601966932,1.0637190816518447,0.2507209919711821,3.00073495829686,1.0948938707861569
corrected_fc,auc_total,10,18,2.9482549256517228,1.1259602254409695,0.26539137025188114,2.6068200137793847,0.7369145319016432
corrected_fc,auc_total,2,18,3.595872731034714,2.475025547817136,0.5833691161571489,2.7671060174193434,1.8503004890689643
corrected_fc,auc_total,3,18,3.9663712615420867,2.1333340402257988,0.5028316554599191,3.8478494883172267,2.4906850159606817
corrected_fc,auc_total,5,18,3.827059946870716,3.124220279442778,0.736385781838173,3.092214298534067,2.155762207678654
corrected_fc,auc_total,6,18,2.737909007826477,2.5486744478307934,0.6007283283660113,1.993898515114737,1.3027193299216666
corrected_fc,auc_total,7,18,3.3151473194248067,1.7980645342168446,0.42380787505192064,3.193858427016811,1.8873405970917556
corrected_fc,auc_total,8,18,2.880610956106612,1.0862093055894662,0.2560219885900808,2.627412211271838,1.889078920183251
corrected_fc,auc_total,9,18,3.3144102611666124,1.5548347184518636,0.36647805768052977,2.8550105257078133,1.4149198359286208
corrected_fc,baseline_value,1,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,10,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,2,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,3,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,5,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,6,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,7,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,8,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,baseline_value,9,18,2.9297552038719403e-17,0.06812804901453758,0.016057935149063004,0.020578101071975552,0.15821209800918834
corrected_fc,delta_auc_late_minus_early,1,18,-0.006767358832000648,0.1199724632350868,0.02827778076972788,0.016604375757513723,0.13409208803479722
corrected_fc,delta_auc_late_minus_early,10,18,0.09560340203450984,0.13645461368584602,0.0321626608871508,0.1304888918243432,0.1651315445173177
corrected_fc,delta_auc_late_minus_early,2,18,-0.1372121243851266,0.4715448923429943,0.11114419700320394,-0.003014709754029954,0.4570976082798529
corrected_fc,delta_auc_late_minus_early,3,18,-0.2126114003186737,0.5149500131391218,0.1213748820875916,-0.13808192377545692,0.6138397394376576
corrected_fc,delta_auc_late_minus_early,5,18,-0.141668421238525,0.5044720433957287,0.11890520093471803,0.024245737139318935,0.22577799609318944
corrected_fc,delta_auc_late_minus_early,6,18,0.08037067950391341,0.5523947892207175,0.13020070045002766,0.11460668288448708,0.22244523745863018
corrected_fc,delta_auc_late_minus_early,7,18,-0.009440674171348418,0.4692886556506985,0.11061239691484251,-0.06645623719356486,0.4960900815743949
corrected_fc,delta_auc_late_minus_early,8,18,0.0391356364731806,0.12279874142830617,0.028943940928376242,0.0323624447070876,0.19487646418822258
corrected_fc,delta_auc_late_minus_early,9,18,0.0746234949122599,0.23986850789184955,0.05653754950780857,0.07954541020428135,0.304778837823809
corrected_fc,depression_abs,1,18,9.924858233896217e-4,0.0042107607357018935,9.924858233896217e-4,0,0
corrected_fc,depression_abs,10,18,0,0,0,0,0
corrected_fc,depression_abs,2,18,0,0,0,0,0
corrected_fc,depression_abs,3,18,0,0,0,0,0
corrected_fc,depression_abs,5,18,0.0032702215980548767,0.013874375207803867,0.0032702215980548767,0,0
corrected_fc,depression_abs,6,18,0,0,0,0,0
corrected_fc,depression_abs,7,18,0.008608327615391086,0.029704594900913647,0.007001440162278461,0,0
corrected_fc,depression_abs,8,18,0,0,0,0,0
corrected_fc,depression_abs,9,18,0,0,0,0,0
corrected_fc,final_delta,1,18,1.6847492464261131,0.6119096661324432,0.1442284914652823,1.6920810581965542,0.6525781691992372
corrected_fc,final_delta,10,18,1.719483037300094,0.669476049111688,0.15779701805628427,1.5377532889667627,0.5590131554760354
corrected_fc,final_delta,2,18,1.9438753026517324,1.1101172109306143,0.2616571359203115,1.7290859754681756,0.9452391984899262
corrected_fc,final_delta,3,18,2.0483785415545883,0.8938226661278127,0.21067602279907194,2.0112934196800283,1.0631623226707887
corrected_fc,final_delta,5,18,2.043117497863387,1.4559637580538725,0.3431739488272477,1.6901808543831336,1.2008103678002158
corrected_fc,final_delta,6,18,1.6637745448891492,1.3664030080317817,0.32206427760432316,1.2362821074890584,1.0502429401451967
corrected_fc,final_delta,7,18,1.92873792921923,1.3371358371458286,0.3151659392711222,1.5784731127710567,1.1374610683895812
corrected_fc,final_delta,8,18,1.6799881144394522,0.5460940701982457,0.12871560673431404,1.564850975656505,0.9914898018521565
corrected_fc,final_delta,9,18,1.914452725399208,0.8243330785748678,0.19429716993889073,1.7853949850300874,1.125176794007729
corrected_fc,final_value,1,18,1.6847492464261131,0.588070235967356,0.13860948388883018,1.657672558962251,0.603719187786061
corrected_fc,final_value,10,18,1.719483037300094,0.6339719543060924,0.1494286226573087,1.5269918461063,0.5548889433419888
corrected_fc,final_value,2,18,1.9438753026517324,1.1204122559319076,0.26408370129798986,1.6946774762338723,0.9852108425114119
corrected_fc,final_value,3,18,2.0483785415545883,0.8987736684024261,0.21184298522642167,2.013167883192365,1.051102598321631
corrected_fc,final_value,5,18,2.043117497863387,1.4551946226603358,0.34299266187644095,1.75899785285174,1.0544521509298446
corrected_fc,final_value,6,18,1.6637745448891494,1.381450423561168,0.3256109874577101,1.2078257588815684,0.9195241422891477
corrected_fc,final_value,7,18,1.92873792921923,1.3544760797000068,0.3192530736369485,1.6472901112396632,1.1250613612164495
corrected_fc,final_value,8,18,1.6799881144394522,0.5701862402898481,0.13439418568273795,1.5304424764222018,1.0447555345328303
corrected_fc,final_value,9,18,1.9144527253992083,0.8069152308987305,0.1901917438704004,1.7509864857957842,1.0960030835567016
corrected_fc,inflection_time,1,18,1.8333333333333333,0.485071250072666,0.11433239009500591,1.5,1
