trace_id,family_id_group,treatment_group,round_group,cup_id_group,sample_id_group,value_metric,baseline_value,final_value,peak_value,trough_value,time_to_peak,time_to_trough,auc_total,auc_early,auc_late,delta_auc_late_minus_early,late_early_auc_ratio,initial_slope,vmax,time_to_vmax,min_slope,time_to_min_slope,inflection_time,metabolic_scope,final_delta,depression_abs,metabolic_depression_index,resilience_ratio,stability_cv,trajectory_class,n_timepoints
1_14,5,NA,1,14,1_14,corrected_fc,0.020578101071975552,3.2561683115930906,3.2561683115930906,0.020578101071975552,3,0,6.352743280978219,3.4254469381228594,2.9272963428553593,-0.49815059526750005,0.854573547841764,2.095367599456082,2.095367599456082,0.5,0.48247867358957075,1.5,1.5,3.235590210521115,3.235590210521115,0,0,1,0.7000391812307675,monotonic_increase,4
1_15,7,NA,1,15,1_15,corrected_fc,0.020578101071975552,3.7278490078068947,3.7278490078068947,0.020578101071975552,3,0,7.261711011041027,4.001448398462181,3.2602626125788454,-0.741185785883336,0.8147706250146359,2.57424313817882,2.57424313817882,0.5,0.19785497810000052,1.5,1.5,3.707270906734919,3.707270906734919,0,0,1,0.6951810551882662,monotonic_increase,4
1_16,6,NA,1,16,1_16,corrected_fc,0.020578101071975552,1.568151874817292,1.568151874817292,0.020578101071975552,3,0,2.5263017180573026,1.2190506298560062,1.3072510882012964,0.08820045834529022,1.072351759791723,0.6650083274553925,0.6650083274553925,0.5,0.36076387305793256,1.5,1.5,1.5475737737453166,1.5475737737453166,0,0,1,0.7830354067785452,monotonic_increase,4
1_17,8,NA,1,17,1_17,corrected_fc,0.020578101071975552,1.8800687392949185,1.8800687392949185,0.020578101071975552,3,0,3.065434726350108,1.5145115548180204,1.5509231715320873,0.0364116167140669,1.0240418216673441,0.8727556013254291,0.8727556013254291,0.5,0.3284439013718512,1.5,1.5,1.859490638222943,1.859490638222943,0,0,1,0.7703321656093779,monotonic_increase,4
1_18,9,NA,1,18,1_18,corrected_fc,0.020578101071975552,1.4696695750314113,1.4696695750314113,0.020578101071975552,3,0,2.508065419648577,1.24877894045161,1.259286479196967,0.010507538745356815,1.0084142504369564,0.6934600971623855,0.6934600971623855,0.5,0.3348651851281612,1.5,1.5,1.4490914739594358,1.4490914739594358,0,0,1,0.7528133542484362,monotonic_increase,4
1_19,10,NA,1,19,1_19,corrected_fc,0.020578101071975552,2.638352079777083,2.638352079777083,0.020578101071975552,3,0,4.709928265961485,2.426796869552642,2.2831313964088435,-0.1436654731437983,0.9408003714912152,1.431974361424377,1.431974361424377,0.5,0.4753582505442513,1.5,1.5,2.6177739787051073,2.6177739787051073,0,0,1,0.732503693024796,monotonic_increase,4
1_21,1,NA,1,21,1_21,corrected_fc,0.020578101071975552,1.8457077926206964,1.8457077926206964,0.020578101071975552,3,0,3.0921820106296733,1.535176348712623,1.5570056619170503,0.02182931320442716,1.0142194173475463,0.8701574314979575,0.8701574314979575,0.5,0.37756799864347124,1.5,1.5,1.825129691548721,1.825129691548721,0,0,1,0.7607452284120854,monotonic_increase,4
1_22,2,NA,1,22,1_22,corrected_fc,0.020578101071975552,3.7723063110670143,3.7723063110670143,0.020578101071975552,3,0,8.170734206155771,4.689834835968337,3.4808993701874336,-1.208935465780903,0.7422221660112499,3.0642214697064465,3.0642214697064465,0.5,0.10469285852943111,1.5,1.5,3.7517282099950386,3.7517282099950386,0,0,1,0.6720476559524692,monotonic_increase,4
1_23,3,NA,1,23,1_23,corrected_fc,0.020578101071975552,2.718865816369008,2.718865816369008,0.020578101071975552,3,0,5.1515869917324935,2.8098823450756996,2.341704646656794,-0.46817769841890566,0.8333817431041609,1.7967434549954464,1.7967434549954464,0.5,0.1472219208771579,1.5,1.5,2.6982877152970324,2.6982877152970324,0,0,1,0.7014017942450407,monotonic_increase,4
1_24,5,NA,1,24,1_24,corrected_fc,0.020578101071975552,1.008611460217166,1.008611460217166,0.020578101071975552,3,0,1.6472993725986933,0.820848909098556,0.8264504635001373,0.005601554401581277,1.0068240992215398,0.4678370240990385,0.4678370240990385,0.5,0.15587434161209446,1.5,1.5,0.9880333591451905,0.9880333591451905,0,0,1,0.757564578487898,monotonic_increase,4
1_25,7,NA,1,25,1_25,corrected_fc,0.020578101071975552,2.244025868920464,2.244025868920464,0.020578101071975552,3,0,3.293437196248224,1.4603391912137333,1.8330980050344907,0.3727588138207574,1.2552549545088534,0.7183869690315113,0.8218557277719469,2.5,0.6832050710450304,1.5,2.5,2.2234477678484885,2.2234477678484885,0,0,1,0.8586803886600292,monotonic_increase,4
1_26,6,NA,1,26,1_26,corrected_fc,0.020578101071975552,1.6755012634701998,1.6755012634701998,0.020578101071975552,3,0,2.685942166625773,1.2450494107096022,1.4408927559161708,0.19584334520656865,1.157297649010532,0.6110401349205677,0.6110401349205677,0.5,0.4692170151080577,2.5,2.5,1.6549231623982243,1.6549231623982243,0,0,1,0.8108298599976884,monotonic_increase,4
1_27,8,NA,1,27,1_27,corrected_fc,0.020578101071975552,2.355678495392479,2.355678495392479,0.020578101071975552,3,0,4.426932984189829,2.2976126001141877,2.129320384075641,-0.16829221603854672,0.92675344136336,1.315264312126823,1.315264312126823,0.5,0.4527162226336765,2.5,1.5,2.3351003943205035,2.3351003943205035,0,0,1,0.7210032392191454,monotonic_increase,4
1_28,9,NA,1,28,1_28,corrected_fc,0.020578101071975552,1.3414606174362034,1.3414606174362034,0.020578101071975552,3,0,2.586611995012807,1.3151760424995598,1.2714359525132473,-0.043740089986312514,0.9667420264870532,0.6836032470964507,0.6836032470964507,0.5,0.140049329845912,2.5,2.5,1.320882516364228,1.320882516364228,0,0,1,0.7310163860101151,monotonic_increase,4
1_29,10,NA,1,29,1_29,corrected_fc,0.020578101071975552,1.6259385608394135,1.6259385608394135,0.020578101071975552,3,0,2.853421107028689,1.4406883410291196,1.4127327659995692,-0.027955575029550372,0.9805956817769615,0.810057703841294,0.810057703841294,0.5,0.3688911662464551,1.5,1.5,1.605360459767438,1.605360459767438,0,0,1,0.7414566961690784,monotonic_increase,4
1_31,1,NA,1,31,1_31,corrected_fc,0.020578101071975552,1.485309056783189,1.485309056783189,0.020578101071975552,3,0,2.996301781281616,1.6585165108552031,1.337785270426413,-0.3207312404287901,0.8066155878885962,1.0325186172124217,1.0325186172124217,0.5,0.13716476578523973,1.5,1.5,1.4647309557112136,1.4647309557112136,0,0,1,0.679822340390493,monotonic_increase,4
1_32,2,NA,1,32,1_32,corrected_fc,0.020578101071975552,1.81848337344126,1.81848337344126,0.020578101071975552,3,0,2.8143458761758913,1.3059314154451982,1.5084144607306933,0.2024830452854951,1.1550487589859133,0.6758914898271714,0.6758914898271714,0.5,0.5018759571209799,1.5,1.5,1.7979052723692845,1.7979052723692845,0,0,1,0.8165479332600092,monotonic_increase,4
1_33,3,NA,1,33,1_33,corrected_fc,0.020578101071975552,2.341741213162514,2.341741213162514,0.020578101071975552,3,0,5.041915562587041,2.8821073736333513,2.15980818895369,-0.7222991846796614,0.7493850536980206,1.8623026396529556,1.8623026396529556,0.5,0.0949944240199343,1.5,1.5,2.3211631120905385,2.3211631120905385,0,0,1,0.6700168671332939,monotonic_increase,4
1_34,5,NA,1,34,1_34,corrected_fc,0.020578101071975552,2.0644296297572913,2.0644296297572913,0.020578101071975552,3,0,3.43041730474732,1.6645614108517208,1.7658558938955993,0.10129448304387845,1.0608535572094322,0.9000531802268038,0.9000531802268038,0.5,0.5466508767351279,1.5,1.5,2.0438515286853156,2.0438515286853156,0,0,1,0.7763542707429328,monotonic_increase,4
1_35,7,NA,1,35,1_35,corrected_fc,0.020578101071975552,1.24765530770169,1.24765530770169,0.020578101071975552,3,0,2.6512137649243113,1.5328751575438075,1.1183386073805037,-0.4145365501633038,0.7295692684931148,1.0074970524061855,1.0074970524061855,0.5,-0.039053246418843335,1.5,1.5,1.2270772066297146,1.2270772066297146,0,0,1,0.6645774192236752,rise_then_depress,4
1_36,6,NA,1,36,1_36,corrected_fc,0.020578101071975552,1.2231196500624615,1.2231196500624615,0.020578101071975552,3,0,2.0832648759366,1.000993033057067,1.0822718428795328,0.08127880982246571,1.0811981773481854,0.49941386360080153,0.49941386360080153,0.5,0.2816956143658571,2.5,2.5,1.202541548990486,1.202541548990486,0,0,1,0.7748183869948285,monotonic_increase,4
1_37,8,NA,1,37,1_37,corrected_fc,0.020578101071975552,2.3779401138839162,2.3779401138839162,0.020578101071975552,3,0,4.241156741367039,2.1599052585035485,2.0812514828634905,-0.07865377564005804,0.9635846177370984,1.236756680974053,1.236756680974053,0.5,0.527228069797036,1.5,1.5,2.3573620128119406,2.3573620128119406,0,0,1,0.7378124760870916,monotonic_increase,4
1_38,9,NA,1,38,1_38,corrected_fc,0.020578101071975552,1.6456121244030453,1.6456121244030453,0.020578101071975552,3,0,2.7396632652500132,1.3286712205234235,1.4109920447265898,0.08232082420316633,1.0619572569433215,0.7096180863903928,0.7096180863903928,0.5,0.44617577758776616,1.5,1.5,1.6250340233310698,1.6250340233310698,0,0,1,0.7741466238578172,monotonic_increase,4
1_39,10,NA,1,39,1_39,corrected_fc,0.020578101071975552,1.1489156011769615,1.1489156011769615,0.020578101071975552,3,0,1.9354447270507935,0.9553274718567937,0.9801172551939998,0.02478978333720616,1.0259489903383854,0.5188008656433113,0.5188008656433113,0.5,0.2719399424957514,1.5,1.5,1.128337500104986,1.128337500104986,0,0,1,0.7566249571600626,monotonic_increase,4
1_41,1,NA,1,41,1_41,corrected_fc,0.020578101071975552,1.650792343540928,1.650792343540928,0.020578101071975552,3,0,3.0051681353121045,1.589444704481743,1.4157234308303615,-0.17372127365138157,0.890703166230608,0.9682502938138823,0.9682502938138823,0.5,0.19182612323393688,1.5,1.5,1.6302142424689525,1.6302142424689525,0,0,1,0.7137762551792903,monotonic_increase,4
1_42,2,NA,1,42,1_42,corrected_fc,0.020578101071975552,4.1149119448698315,4.1149119448698315,0.020578101071975552,3,0,9.054366884579252,5.173263348218307,3.8811035363609454,-1.2921598118573616,0.7502234615018416,3.3187486326843136,3.3187486326843136,0.5,0.3079683940957705,1.5,1.5,4.094333843797856,4.094333843797856,0,0,1,0.6715957612107967,monotonic_increase,4
1_43,3,NA,1,43,1_43,corrected_fc,0.020578101071975552,1.9222218863902996,1.9222218863902996,0.020578101071975552,3,0,3.985241866150829,2.271042108845365,1.714199757305464,-0.5568423515399012,0.7548075619685409,1.487086143127088,1.487086143127088,0.5,-0.0014866159784354682,1.5,1.5,1.9016437853183241,1.9016437853183241,0,0,1,0.6743639336893601,rise_then_depress,4
1_44,5,NA,1,44,1_44,corrected_fc,0.020578101071975552,5.608514638472525,5.608514638472525,0.020578101071975552,3,0,10.643380267710283,5.851584373598156,4.791795894112127,-1.0597884794860288,0.8188886271096588,3.833178647114328,3.833178647114328,0.5,0.12132040156542478,1.5,1.5,5.58793653740055,5.58793653740055,0,0,1,0.7039762392343223,monotonic_increase,4
1_45,7,NA,1,45,1_45,corrected_fc,0.020578101071975552,0.8403115896300446,0.9643123077257854,0.020578101071975552,2,0,2.1697601111416365,1.2674481624637213,0.902311948677915,-0.3651362137858063,0.7119123096316314,0.7544248569928652,0.7544248569928652,0.5,-0.12400071809574076,2.5,1.5,0.9437342066538098,0.819733488558069,0.12400071809574076,0.13139368820317432,0.8714102090139433,0.6567640381711141,rise_then_depress,4
1_46,6,NA,1,46,1_46,corrected_fc,0.020578101071975552,1.3795762558238953,1.3795762558238953,0.020578101071975552,3,0,2.3279438065141047,1.1428004209979492,1.1851433855161555,0.042342964518206294,1.0370519329011363,0.6165780117857781,0.6165780117857781,0.5,0.3535544023506618,1.5,1.5,1.3589981547519199,1.3589981547519199,0,0,1,0.7622577193455122,monotonic_increase,4
1_47,8,NA,1,47,1_47,corrected_fc,0.020578101071975552,1.79668534388461,1.79668534388461,0.020578101071975552,3,0,3.197658684057665,1.6561571954123573,1.5415014886453076,-0.11465570676704973,0.9307700337355342,0.9821312271013912,0.9821312271013912,0.5,0.2836083052326386,1.5,1.5,1.7761072428126345,1.7761072428126345,0,0,1,0.7274702903955174,monotonic_increase,4
1_48,9,NA,1,48,1_48,corrected_fc,0.020578101071975552,1.8260961553961474,1.8260961553961474,0.020578101071975552,3,0,3.1541015152736356,1.5918571673248971,1.5622443479487385,-0.029612819376158672,0.9813973137891996,0.9117937454662689,0.9117937454662689,0.5,0.36602069396308523,1.5,1.5,1.805518054324172,1.805518054324172,0,0,1,0.7457843363784086,monotonic_increase,4
1_49,10,NA,1,49,1_49,corrected_fc,0.020578101071975552,1.4907242192380628,1.4907242192380628,0.020578101071975552,3,0,2.3979263300180786,1.1242204819743369,1.2737058480437415,0.14948536606940466,1.1329680151413724,0.5650095919416634,0.5650095919416634,0.5,0.43403674238864265,2.5,1.5,1.4701461181660873,1.4701461181660873,0,0,1,0.800842408185253,monotonic_increase,4
1_51,1,NA,1,51,1_51,corrected_fc,0.020578101071975552,1.3347071667128347,1.3347071667128347,0.020578101071975552,3,0,2.460280785975989,1.270198845966895,1.1900819400090943,-0.08011690595780063,0.9369256977266308,0.7166033377062547,0.7166033377062547,0.5,0.2892504534074811,2.5,1.5,1.3141290656408593,1.3141290656408593,0,0,1,0.7198330051167056,monotonic_increase,4
1_52,2,NA,1,52,1_52,corrected_fc,0.020578101071975552,2.1484144829408978,2.1484144829408978,0.020578101071975552,3,0,3.837777710838691,1.9781546448384784,1.8596230660002127,-0.1185315788382657,0.9400797206894084,1.1618716687007513,1.1618716687007513,0.5,0.3883818792868008,1.5,1.5,2.127836381868922,2.127836381868922,0,0,1,0.7305580704857623,monotonic_increase,4
1_53,3,NA,1,53,1_53,corrected_fc,0.020578101071975552,3.795383325341212,3.795383325341212,0.020578101071975552,3,0,8.592033466363482,5.012358784372567,3.579674681990915,-1.4326841023816517,0.7141696825757075,3.2995086134442944,3.2995086134442944,0.5,0.04387932412434781,1.5,1.5,3.7748052242692363,3.7748052242692363,0,0,1,0.6664671666431679,monotonic_increase,4
1_54,5,NA,1,54,1_54,corrected_fc,0.020578101071975552,1.3483484773775716,1.3483484773775716,0.020578101071975552,3,0,2.1262377381838524,0.9843204026190151,1.1419173355648375,0.15759693294582244,1.1601073517591416,0.48571015413499985,0.48571015413499985,0.5,0.41286228362546784,2.5,1.5,1.3277703763055961,1.3277703763055961,0,0,1,0.811276747734813,monotonic_increase,4
1_55,7,NA,1,55,1_55,corrected_fc,0.020578101071975552,1.1965308318850087,1.1965308318850087,0.020578101071975552,3,0,2.2335370349328176,1.1822774766352728,1.051259558297545,-0.1310179183377278,0.8891817522307869,0.6984161826722689,0.6984161826722689,0.5,0.18699400096583663,1.5,1.5,1.1759527308130333,1.1759527308130333,0,0,1,0.7039444626457579,monotonic_increase,4
1_56,6,NA,1,56,1_56,corrected_fc,0.020578101071975552,0.5126773079983231,0.5126773079983231,0.020578101071975552,3,0,0.7279033382668734,0.3183117027556532,0.40959163551122024,0.09127993275556706,1.2867627296305741,0.13419156963563117,0.20617134497420575,2.5,0.13419156963563117,0.5,2.5,0.49209920692634757,0.49209920692634757,0,0,1,0.8496731783265657,monotonic_increase,4
1_57,8,NA,1,57,1_57,corrected_fc,0.020578101071975552,2.5063649363228233,2.5063649363228233,0.020578101071975552,3,0,4.256485680815696,2.1591212811350635,2.0973643996806324,-0.061756881454431145,0.9713972151569156,1.2840721980078795,1.2840721980078795,0.5,0.3837135639585869,1.5,1.5,2.4857868352508476,2.4857868352508476,0,0,1,0.7504510550178473,monotonic_increase,4
1_58,9,NA,1,58,1_58,corrected_fc,0.020578101071975552,3.238591672297429,3.238591672297429,0.020578101071975552,3,0,5.993023778341868,3.1032148177328596,2.8898089606090087,-0.21340585712385085,0.931230717285708,1.8018345416646016,1.8018345416646016,0.5,0.6975654233768398,2.5,1.5,3.218013571225453,3.218013571225453,0,0,1,0.7259124678160627,monotonic_increase,4
1_59,10,NA,1,59,1_59,corrected_fc,0.020578101071975552,1.0433025416148587,1.0433025416148587,0.020578101071975552,3,0,1.7075420787075373,0.8482234588448365,0.85931861986270075,0.01109516101786423,1.0130804694236757,0.47968895818160184,0.47968895818160184,0.5,0.1750676388569654,1.5,1.5,1.0227244405428833,1.0227244405428833,0,0,1,0.7587903831625327,monotonic_increase,4
2_01,1,NA,2,1,2_01,corrected_fc,-0.08939509954058189,1.664552774383574,1.664552774383574,-0.08939509954058189,3,0,2.95988229079403,1.4313727582692584,1.5285095325247717,0.09713677425551337,1.0678626679838215,0.8692322622471464,0.8692322622471464,0.5,0.27208648371760447,2.5,2.5,1.7539478739241559,1.7539478739241559,0,0,1,0.8302270914240499,monotonic_increase,4
2_02,2,NA,2,2,2_02,corrected_fc,-0.08939509954058189,2.033874652181175,2.033874652181175,-0.08939509954058189,3,0,3.4841517749728963,1.7812265584972526,1.7029252164756437,-0.07830134202160899,0.9560407733378574,1.2293313174230691,1.2293313174230691,0.5,0.2320395628876255,1.5,1.5,2.1232697517217565,2.1232697517217565,0,0,1,0.7963700106772897,monotonic_increase,4
2_03,3,NA,2,3,2_03,corrected_fc,-0.08939509954058189,1.8978948582936501,1.8978948582936501,-0.08939509954058189,3,0,3.9677279783507102,2.0928656464368878,1.8748623319138225,-0.21800331452306532,0.8958350169805611,1.3010433929807632,1.3010433929807632,0.5,0.046065052759655334,2.5,1.5,1.987289957834232,1.987289957834232,0,0,1,0.7603979130461413,monotonic_increase,4
2_04,5,NA,2,4,2_04,corrected_fc,-0.08939509954058189,2.0170141052020227,2.0170141052020227,-0.08939509954058189,3,0,4.043273037297004,2.1145833591874927,1.928689678109511,-0.18589368107798165,0.9120896888409217,1.3284933829898657,1.3284933829898657,0.5,0.17664885418502352,2.5,1.5,2.1064092047426044,2.1064092047426044,0,0,1,0.7622012967475518,monotonic_increase,4
2_05,7,NA,2,5,2_05,corrected_fc,-0.08939509954058189,2.3186472773421203,2.3186472773421203,-0.08939509954058189,3,0,3.810811064006255,1.8095394827237317,2.0012715812825235,0.1917320985587918,1.1059562946204387,1.1016841894231415,1.1016841894231415,0.5,0.6347513921191938,2.5,1.5,2.408042376882702,2.408042376882702,0,0,1,0.8360360639903968,monotonic_increase,4
2_06,6,NA,2,6,2_06,corrected_fc,-0.08939509954058189,1.1729905716625393,1.1729905716625393,-0.08939509954058189,3,0,1.8837408802915339,0.7971293174042013,1.0866115628873325,0.2894822454831312,1.3631559386446992,0.4311056896590113,0.6585219639936963,1.5,0.17275801755041353,2.5,2.5,1.2623856712031212,1.2623856712031212,0,0,1,0.9664453271003269,monotonic_increase,4
2_07,8,NA,2,7,2_07,corrected_fc,-0.08939509954058189,1.392073527905248,1.392073527905248,-0.08939509954058189,3,0,2.425360324035524,1.1301389023874504,1.2952214216480737,0.16508251926062334,1.1460727693842605,0.6650468940028735,0.6650468940028735,0.5,0.19370421251434866,2.5,2.5,1.48146862744583,1.48146862744583,0,0,1,0.8710969757415943,monotonic_increase,4
2_08,9,NA,2,8,2_08,corrected_fc,-0.08939509954058189,1.8991985985935729,1.8991985985935729,-0.08939509954058189,3,0,3.0624238138673405,1.394433565692321,1.6679902481750197,0.2735566824826987,1.196177637438669,0.8101352661249606,0.8101352661249606,0.5,0.4624167008371063,2.5,2.5,1.9885936981341548,1.9885936981341548,0,0,1,0.8758387108699287,monotonic_increase,4
2_09,10,NA,2,9,2_09,corrected_fc,-0.08939509954058189,3.1907203737219048,3.1907203737219048,-0.08939509954058189,3,0,5.327161353195043,2.5746786393800174,2.752482713815026,0.17780407443500845,1.0690587445421242,1.5516487617368167,1.5516487617368167,0.5,0.8519913917119122,1.5,1.5,3.2801154732624864,3.2801154732624864,0,0,1,0.8125815239028199,monotonic_increase,4
2_11,1,NA,2,11,2_11,corrected_fc,-0.08939509954058189,0.938454121455653,0.938454121455653,-0.08939509954058189,3,0,1.4109479369816276,0.6139819286833068,0.7969660082983208,0.18298407961501395,1.2980284452466313,0.4203356304236854,0.4203356304236854,0.5,0.28297622631466446,2.5,1.5,1.0278492209962349,1.0278492209962349,0,0,1,0.9628460172691532,monotonic_increase,4
2_12,2,NA,2,12,2_12,corrected_fc,-0.08939509954058189,0.5826266340492181,0.5826266340492181,-0.08939509954058189,3,0,0.953987940547947,0.3945631171592322,0.5594248233887148,0.1648617062294826,1.4178335456604527,0.2605442601059993,0.3650738521627941,1.5,0.046403621321006616,2.5,2.5,0.6720217335898,0.6720217335898,0,0,1,1.0604062109362378,monotonic_increase,4
2_13,3,NA,2,13,2_13,corrected_fc,-0.08939509954058189,2.356086910375571,2.356086910375571,-0.08939509954058189,3,0,3.6598196190216266,1.6059567671927988,2.0538628518288276,0.44790608463602877,1.278902952922553,0.8642300198626294,0.976803872960037,1.5,0.6044481170934863,2.5,2.5,2.4454820099161525,2.4454820099161525,0,0,1,0.8993411542283158,monotonic_increase,4
2_14,5,NA,2,14,2_14,corrected_fc,-0.08939509954058189,1.9601701910440628,1.9601701910440628,-0.08939509954058189,3,0,3.250517252614773,1.5114935974715713,1.7390236551432015,0.22753005767163015,1.1505332593219335,0.8866476871612741,0.8866476871612741,0.5,0.4422930718017226,2.5,2.5,2.0495652905846447,2.0495652905846447,0,0,1,0.8563709102282921,monotonic_increase,4
2_15,7,NA,2,15,2_15,corrected_fc,-0.08939509954058189,0.6929998682439948,0.6929998682439948,-0.08939509954058189,3,0,1.1031903312691558,0.4507097544802441,0.6524805767889118,0.20177082230866772,1.4476735200491693,0.27882176112420254,0.4225346237502081,1.5,0.08103858291016608,2.5,2.5,0.7823949677845767,0.7823949677845767,0,0,1,1.0462035558889677,monotonic_increase,4
2_16,6,NA,2,16,2_16,corrected_fc,-0.08939509954058189,0.4298397804927152,0.4298397804927152,-0.08939509954058189,3,0,0.68874991234637994,0.2754082396664864,0.4133416726798935,0.1379334330134071,1.5008326300637975,0.21107910654382334,0.2751595578638304,1.5,0.032996215625643366,2.5,2.5,0.5192348800332971,0.5192348800332971,0,0,1,1.142519737843384,monotonic_increase,4
2_17,8,NA,2,17,2_17,corrected_fc,-0.08939509954058189,0.9302167871313622,0.9302167871313622,-0.08939509954058189,3,0,1.5722572395952783,0.7119938201734594,0.8602634194218189,0.14826959924835958,1.2082456266435535,0.4509314436281944,0.4509314436281944,0.5,0.1399067354190866,2.5,2.5,1.0196118866719441,1.0196118866719441,0,0,1,0.9241933090996063,monotonic_increase,4
2_18,9,NA,2,18,2_18,corrected_fc,-0.08939509954058189,1.675876816195421,1.675876816195421,-0.08939509954058189,3,0,2.768680200201696,1.2444171833563664,1.5242630168453293,0.27984583348896286,1.2248810424926628,0.6921852239196205,0.769859093116199,1.5,0.30322759870018334,2.5,2.5,1.7652719157360028,1.7652719157360028,0,0,1,0.8918771101709954,monotonic_increase,4
