imageJ_ID,Area,sample_ID.group
1,150.306,80
2,244.569,79
3,157.494,81
4,160.376,78
5,124.505,83
6,144.714,84
7,161.746,82
8,99.404,87
9,242.06,86
10,155.647,88
11,124.733,85
