imageJ_ID,Area,sample_ID.group
1,128.23,47
2,98.475,46
3,115.795,45
4,148.875,51
5,130.81,49
6,187.21,48
7,122.78,50
8,173.805,54
9,141.05,53
10,141.648,52
11,108.358,55
