imageJ_ID,Area,sample_ID.group
1,216.227,92
2,215.184,91
3,202.854,89
4,174.901,90
5,196.146,95
6,150.894,93
7,125.584,94
8,190.466,98
9,131.675,96
10,252.195,97
11,103.793,99
