imageJ_ID,Area,sample_ID.group
1,212.984,57
2,121.231,59
3,158.1,58
4,160.07,56
5,156.196,62
6,169.474,61
7,149.38,60
8,218.266,63
9,247.38,64
10,164.676,66
11,187.542,65
