imageJ_ID,Area,sample_ID.group
1,182.765,47
2,180.918,46
3,112.825,45
4,94.843,49
5,102.484,48
6,145.031,54
7,154.631,55
8,179.527,51
9,126.802,53
10,188.274,52
11,218.236,50
