imageJ_ID,Area,sample_ID.group
1,269.558,34
2,176.589,38
3,158.125,36
4,145.62,35
5,150.921,37
6,141.937,42
7,167.214,44
8,205.983,40
9,262.825,39
10,128.954,41
11,142.848,43
