imageJ_ID,Area,sample_ID.group
1,112.646,26
2,150.312,24
3,155.146,27
4,191.653,25
5,233.41,23
6,176.139,32
7,212.625,31
8,173.153,30
9,150.069,33
10,262.34,28
11,139.028,29
