imageJ_ID,Area,sample_ID.group
1,185.536,2
2,208.686,1
3,137.001,4
4,186.215,3
5,81.701,5
6,130.806,8
7,166.075,6
8,232.413,7
9,68.062,9
10,84.988,10
11,179.158,11
