imageJ_ID,Area,sample_ID.group
1,185.424,16
2,147.483,15
3,171.491,12
4,206.673,13
5,136.89,14
6,188.997,17
7,249.314,18
8,147.811,19
9,82.167,21
10,103.64,20
11,127.218,22
