metric,window,stress_1,stress_2,median_1,median_2,cliffs_delta,wilcox_p,wilcox_p_holm
fold_change,acute_0_2h,c,r,7.441892009164121,5.9863580047403575,0,1,1
fold_change,acute_0_2h,c,s,7.441892009164121,2.715380573830409,0.5694444444444443,0.017271192934135458,0.15544073640721912
fold_change,acute_0_2h,c,t,7.441892009164121,1.9777755471472125,0.7361111111111114,0.0014326096571351653,0.02148914485702748
fold_change,acute_0_2h,c,u,7.441892009164121,2.5525726392251813,0.6111111111111114,0.010044538850569273,0.10044538850569273
fold_change,acute_0_2h,c,v,7.441892009164121,4.6766112569262175,0.013888888888888725,0.9774021912936977,1
fold_change,acute_0_2h,r,s,5.9863580047403575,2.715380573830409,0.5694444444444443,0.017271192934135458,0.15544073640721912
fold_change,acute_0_2h,r,t,5.9863580047403575,1.9777755471472125,0.7222222222222225,0.00182977609279938,0.02561686529919132
fold_change,acute_0_2h,r,u,5.9863580047403575,2.5525726392251813,0.625,0.008293160601681265,0.09122476661849391
fold_change,acute_0_2h,r,v,5.9863580047403575,4.6766112569262175,0.013888888888888761,0.9774021912936977,1
fold_change,acute_0_2h,s,t,2.715380573830409,1.9777755471472125,0.47222222222222276,0.051864611361178876,0.36305227952825214
fold_change,acute_0_2h,s,u,2.715380573830409,2.5525726392251813,0.20833333333333334,0.4095103980687505,1
fold_change,acute_0_2h,s,v,2.715380573830409,4.6766112569262175,-0.47222222222222215,0.051864611361178876,0.36305227952825214
fold_change,acute_0_2h,t,u,1.9777755471472125,2.5525726392251813,-0.3611111111111113,0.14316777582358417,0.7158388791179209
fold_change,acute_0_2h,t,v,1.9777755471472125,4.6766112569262175,-0.6527777777777779,0.005559590496997955,0.07227467646097341
fold_change,acute_0_2h,u,v,2.5525726392251813,4.6766112569262175,-0.6388888888888888,0.006811737192676754,0.08174084631212104
fold_change,full_0_18.75h,c,r,287.36103339350177,232.48468283582088,0.02777777777777716,0.932300503373326,1
fold_change,full_0_18.75h,c,s,287.36103339350177,81.80614563826467,0.5972222222222223,0.012093976826780706,0.10884579144102635
fold_change,full_0_18.75h,c,t,287.36103339350177,21.861191440138807,0.7638888888888885,8.579386692187877e-4,0.012869080038281817
fold_change,full_0_18.75h,c,u,287.36103339350177,51.690366812571234,0.7222222222222222,0.00182977609279938,0.02378708920639194
fold_change,full_0_18.75h,c,v,287.36103339350177,175.72177041499333,0.23611111111111116,0.3473579186999567,1
fold_change,full_0_18.75h,r,s,232.48468283582088,81.80614563826467,0.5694444444444443,0.017271192934135458,0.13816954347308366
fold_change,full_0_18.75h,r,t,232.48468283582088,21.861191440138807,0.7638888888888885,8.579386692187877e-4,0.012869080038281817
fold_change,full_0_18.75h,r,u,232.48468283582088,51.690366812571234,0.7222222222222222,0.00182977609279938,0.02378708920639194
fold_change,full_0_18.75h,r,v,232.48468283582088,175.72177041499333,0.16666666666666669,0.5137225810936943,1
fold_change,full_0_18.75h,s,t,81.80614563826467,21.861191440138807,0.5138888888888885,0.033241425420722774,0.2326899779450594
fold_change,full_0_18.75h,s,u,81.80614563826467,51.690366812571234,0.29166666666666674,0.24152378782880873,1
fold_change,full_0_18.75h,s,v,81.80614563826467,175.72177041499333,-0.5138888888888888,0.033241425420722774,0.2326899779450594
fold_change,full_0_18.75h,t,u,21.861191440138807,51.690366812571234,-0.29166666666666663,0.24152378782880873,1
fold_change,full_0_18.75h,t,v,21.861191440138807,175.72177041499333,-0.6527777777777778,0.005559590496997955,0.0611554954669775
fold_change,full_0_18.75h,u,v,51.690366812571234,175.72177041499333,-0.6111111111111112,0.010044538850569273,0.10044538850569273
metabolism_per_area_mm2_measurement,acute_0_2h,c,r,0.0562813491237933,0.042785908737267064,-0.1805555555555553,0.4775752582321434,1
metabolism_per_area_mm2_measurement,acute_0_2h,c,s,0.0562813491237933,0.02701985878082855,0.4027777777777776,0.10053044277031356,0.8042435421625085
metabolism_per_area_mm2_measurement,acute_0_2h,c,t,0.0562813491237933,0.019317263274051526,0.5694444444444443,0.017271192934135458,0.18998312227549002
metabolism_per_area_mm2_measurement,acute_0_2h,c,u,0.0562813491237933,0.019880288342954466,0.5416666666666667,0.024184255642056156,0.24184255642056157
metabolism_per_area_mm2_measurement,acute_0_2h,c,v,0.0562813491237933,0.04252327736894777,0.02777777777777736,0.932300503373326,1
metabolism_per_area_mm2_measurement,acute_0_2h,r,s,0.042785908737267064,0.02701985878082855,0.5138888888888886,0.033241425420722774,0.299172828786505
metabolism_per_area_mm2_measurement,acute_0_2h,r,t,0.042785908737267064,0.019317263274051526,0.6805555555555557,0.0036366245142661893,0.05454936771399284
metabolism_per_area_mm2_measurement,acute_0_2h,r,u,0.042785908737267064,0.019880288342954466,0.6666666666666669,0.0045130532410112435,0.06318274537415741
metabolism_per_area_mm2_measurement,acute_0_2h,r,v,0.042785908737267064,0.04252327736894777,0.06944444444444485,0.79874533865649755,1
metabolism_per_area_mm2_measurement,acute_0_2h,s,t,0.02701985878082855,0.019317263274051526,0.3055555555555557,0.21892080190639893,1
metabolism_per_area_mm2_measurement,acute_0_2h,s,u,0.02701985878082855,0.019880288342954466,0.23611111111111138,0.3473579186999567,1
metabolism_per_area_mm2_measurement,acute_0_2h,s,v,0.02701985878082855,0.04252327736894777,-0.4027777777777772,0.10053044277031356,0.8042435421625085
metabolism_per_area_mm2_measurement,acute_0_2h,t,u,0.019317263274051526,0.019880288342954466,-0.1388888888888887,0.5898757320213774,1
metabolism_per_area_mm2_measurement,acute_0_2h,t,v,0.019317263274051526,0.04252327736894777,-0.6111111111111115,0.010044538850569273,0.12053446620683128
metabolism_per_area_mm2_measurement,acute_0_2h,u,v,0.019880288342954466,0.04252327736894777,-0.625,0.008293160601681265,0.10781108782185644
metabolism_per_area_mm2_measurement,full_0_18.75h,c,r,2.0439594969231702,1.780500561056956,-0.041666666666666845,0.8873859348351204,1
metabolism_per_area_mm2_measurement,full_0_18.75h,c,s,2.0439594969231702,0.5372879207156035,0.4722222222222226,0.051864611361178876,0.414916890889431
metabolism_per_area_mm2_measurement,full_0_18.75h,c,t,2.0439594969231702,0.20394897993710723,0.6805555555555551,0.0036366245142661893,0.04727611868546046
metabolism_per_area_mm2_measurement,full_0_18.75h,c,u,2.0439594969231702,0.36492399238694206,0.6666666666666667,0.0045130532410112435,0.05415663889213492
metabolism_per_area_mm2_measurement,full_0_18.75h,c,v,2.0439594969231702,1.578013616584382,0.1527777777777777,0.551167166391288,1
metabolism_per_area_mm2_measurement,full_0_18.75h,r,s,1.780500561056956,0.5372879207156035,0.5833333333333333,0.014492507089088058,0.13043256380179252
metabolism_per_area_mm2_measurement,full_0_18.75h,r,t,1.780500561056956,0.20394897993710723,0.6944444444444444,0.0029140330661396757,0.04079646292595546
metabolism_per_area_mm2_measurement,full_0_18.75h,r,u,1.780500561056956,0.36492399238694206,0.7222222222222224,0.00182977609279938,0.027446641391990698
metabolism_per_area_mm2_measurement,full_0_18.75h,r,v,1.780500561056956,1.578013616584382,0.25,0.31858517038218215,1
metabolism_per_area_mm2_measurement,full_0_18.75h,s,t,0.5372879207156035,0.20394897993710723,0.44444444444444503,0.06836144068611427,0.414916890889431
metabolism_per_area_mm2_measurement,full_0_18.75h,s,u,0.5372879207156035,0.36492399238694206,0.36111111111111144,0.14316777582358417,0.7158388791179209
metabolism_per_area_mm2_measurement,full_0_18.75h,s,v,0.5372879207156035,1.578013616584382,-0.47222222222222227,0.051864611361178876,0.414916890889431
metabolism_per_area_mm2_measurement,full_0_18.75h,t,u,0.20394897993710723,0.36492399238694206,-0.20833333333333326,0.4095103980687505,1
metabolism_per_area_mm2_measurement,full_0_18.75h,t,v,0.20394897993710723,1.578013616584382,-0.6388888888888886,0.006811737192676754,0.06811737192676753
metabolism_per_area_mm2_measurement,full_0_18.75h,u,v,0.36492399238694206,1.578013616584382,-0.6527777777777775,0.005559590496997955,0.0611554954669775
