time_hr,kw_p,kw_p_holm
0.25,0.059638345001743365,0.059638345001743365
0.5,0.028265593001400736,0.05653118600280147
0.75,0.005667997132233162,0.017003991396699485
1,0.0012325871952346965,0.004930348780938786
2,1.0056883345148416e-4,6.03413000708905e-4
18.75,1.1813022873697216e-4,6.03413000708905e-4
