1145,1136,1230,5136,4589,4806,6471,6953,7381,993,1099,1099
995,943,967,752,847,766,1155,1310,1160,1455,1522,1505
922,976,989,2205,2289,2178,487,457,450,2670,2576,2780
2652,2455,2428,1857,1722,1758,377,480,393,2525,2693,2673
2056,2007,2041,1953,1789,1890,771,814,827,1131,1125,1185
27200,2958,464,333,334,8,1249,1399,1498,1561,1691,1561
29458,2051,457,311,363,3,681,698,647,1361,1251,1389
30274,1993,477,319,352,4,730,728,734,2659,2927,3045

