48.2B-glyc-33.7-df.20,48.2B-glyc-33.7-df.20,48.2B-glyc-33.7-df.20,,,,48.2B-glu-33.7-df.20,48.2B-glu-33.7-df.20,48.2B-glu-33.7-df.20,,,
48.2C-glyc-22.0-df.20,48.2C-glyc-22.0-df.20,48.2C-glyc-22.0-df.20,,,,48.2C-glu-22.0-df.20,48.2C-glu-22.0-df.20,48.2C-glu-22.0-df.20,,,
48.7A-glyc-25.4-df.20,48.7A-glyc-25.4-df.20,48.7A-glyc-25.4-df.20,,,,48.7A-glu-25.4-df.20,48.7A-glu-25.4-df.20,48.7A-glu-25.4-df.20,,,
48.7B-glyc-9.2-df.20,48.7B-glyc-9.2-df.20,48.7B-glyc-9.2-df.20,,,,48.7B-glu-9.2-df.20,48.7B-glu-9.2-df.20,48.7B-glu-9.2-df.20,,,
48.7C-glyc-12.4-df.20,48.7C-glyc-12.4-df.20,48.7C-glyc-12.4-df.20,,,,48.7C-glu-12.4-df.20,48.7C-glu-12.4-df.20,48.7C-glu-12.4-df.20,,,
E5-glyc-17-df.50,E5-glyc-17-df.50,E5-glyc-17-df.50,,,,E5-glu-17-df.50,E5-glu-17-df.50,E5-glu-17-df.50,,,
,,,,,,,,,,,
,,,,,,,,,,,

