970,939,893,1970,1928,1971,,,,,,
1133,1184,1159,1326,1436,1399,,,,,,
742,784,745,4667,4725,4864,,,,,,
1183,1182,1231,2801,2702,2705,,,,,,
5143,4660,5150,1590,1472,1848,,,,,,
585,667,573,2290,2223,2446,,,,,,
5351,4965,4671,,,,,,,,,
1194,1515,1529,,,,,,,,,

