9431,9304,9114,28137,27636,27357,855,1619,811,2944,2919,2764
19145,18779,18212,2245,2146,2135,1214,1138,1352,529,514,535
,,,3061,3060,3306,,,,726,733,811
7262,6911,7125,1183,1018,1100,961,777,785,320,356,352
4125,4202,4070,5284,5482,5481,859,682,678,956,954,1020
88910,6584,1211,817,731,,98431,10117,1129,306,255,
87133,6374,1209,778,711,,103237,9938,1179,300,246,
81742,5792,1122,1002,855,,108206,10154,1090,329,283,

