1019,976,948,1374,1588,1221,,,,,,
2192,2146,2107,1288,1589,1307,,,,,,
2362,2122,1999,2394,2272,2695,,,,,,
2648,1464,1192,2235,1640,1342,,,,,,
943,927,908,,,,,,,,,
498,519,494,,,,,,,,,
1329,1239,1210,,,,,,,,,
2044,1746,1763,,,,,,,,,

