48.2G**-glyc-12.1-df.20,48.2G**-glyc-12.1-df.20,48.2G**-glyc-12.1-df.20,48.7E**-glyc-15.5-df.20,48.7E**-glyc-15.5-df.20,48.7E**-glyc-15.5-df.20,,,,,,
48.2H**-glyc-10.7-df.20,48.2H**-glyc-10.7-df.20,48.2H**-glyc-10.7-df.20,48.7F**-glyc-15.7-df.20,48.7F**-glyc-15.7-df.20,48.7F**-glyc-15.7-df.20,,,,,,
48.2I**-glyc-15.4-df.20,48.2I**-glyc-15.4-df.20,48.2I**-glyc-15.4-df.20,48.7G**-glyc-12.8-df.20,48.7G**-glyc-12.8-df.20,48.7G**-glyc-12.8-df.20,,,,,,
48.2J**-glyc-7.1-df.20,48.2J**-glyc-7.1-df.20,48.2J**-glyc-7.1-df.20,48.7H**-glyc-12.3-df.20,48.7H**-glyc-12.3-df.20,48.7H**-glyc-12.3-df.20,,,,,,
48.7A**-glyc-19.2-df.20,48.7A**-glyc-19.2-df.20,48.7A**-glyc-19.2-df.20,48.7I**-glyc-5.5-df.20,48.7I**-glyc-5.5-df.20,48.7I**-glyc-5.5-df.20,,,,,,
48.7B**-glyc-10.0-df.20,48.7B**-glyc-10.0-df.20,48.7B**-glyc-10.0-df.20,48.7J**-glyc-13.8-df.20,48.7J**-glyc-13.8-df.20,48.7J**-glyc-13.8-df.20,,,,,,
48.7C**-glyc-22.1-df.20,48.7C**-glyc-22.1-df.20,48.7C**-glyc-22.1-df.20,,,,,,,,,
48.7D**-glyc-11.9-df.20,48.7D**-glyc-11.9-df.20,48.7D**-glyc-11.9-df.20,,,,,,,,,

