N0.A-glyc-10.6-df.20,N0.A-glyc-10.6-df.20,N0.A-glyc-10.6-df.20,HH.E-glyc-2.8-df.20,HH.E-glyc-2.8-df.20,HH.E-glyc-2.8-df.20,HN.C-glyc-9.3-df.20,HN.C-glyc-9.3-df.20,HN.C-glyc-9.3-df.20,,,
N0.B-glyc-17.3-df.20,N0.B-glyc-17.3-df.20,N0.B-glyc-17.3-df.20,HH.F-glyc-8.7-df.20,HH.F-glyc-8.7-df.20,HH.F-glyc-8.7-df.20,HN.D-glyc-12.8-df.20,HN.D-glyc-12.8-df.20,HN.D-glyc-12.8-df.20,,,
N0.C-glyc-5.7-df.20,N0.C-glyc-5.7-df.20,N0.C-glyc-5.7-df.20,NH.A-glyc-13.2-df.20,NH.A-glyc-13.2-df.20,NH.A-glyc-13.2-df.20,NN.A-glyc-10.3-df.20,NN.A-glyc-10.3-df.20,NN.A-glyc-10.3-df.20,,,
H0.A-glyc-9.8-df.20,H0.A-glyc-9.8-df.20,H0.A-glyc-9.8-df.20,NH.C-glyc-8.2-df.20,NH.C-glyc-8.2-df.20,NH.C-glyc-8.2-df.20,NN.B-glyc-11.1-df.20,NN.B-glyc-11.1-df.20,NN.B-glyc-11.1-df.20,,,
H0.B-glyc-16.0-df.20,H0.B-glyc-16.0-df.20,H0.B-glyc-16.0-df.20,NH.D-glyc-11.1-df.20,NH.D-glyc-11.1-df.20,NH.D-glyc-11.1-df.20,NN.D-glyc-13.9-df.20,NN.D-glyc-13.9-df.20,NN.D-glyc-13.9-df.20,,,
H0.C-glyc-22.9-df.20,H0.C-glyc-22.9-df.20,H0.C-glyc-22.9-df.20,NH.F-glyc-10.8-df.20,NH.F-glyc-10.8-df.20,NH.F-glyc-10.8-df.20,NN.E-glyc-20.3-df.20,NN.E-glyc-20.3-df.20,NN.E-glyc-20.3-df.20,,,
HH.A-glyc-9.3-df.20,HH.A-glyc-9.3-df.20,HH.A-glyc-9.3-df.20,HN.A-glyc-6.3-df.20,HN.A-glyc-6.3-df.20,HN.A-glyc-6.3-df.20,NN.F-glyc-15.6-df.20,NN.F-glyc-15.6-df.20,NN.F-glyc-15.6-df.20,,,
HH.B-glyc-14.0-df.20,HH.B-glyc-14.0-df.20,HH.B-glyc-14.0-df.20,HN.B-glyc-8.1-df.20,HN.B-glyc-8.1-df.20,HN.B-glyc-8.1-df.20,,,,,,

