imageJ_ID,Area,sample_ID.group
1,193.749,1
2,134.507,4
3,169.793,2
4,141.088,3
5,148.805,7
6,106.908,5
7,140.679,6
8,128.888,8
9,200.916,10
10,125.014,9
11,107.265,11
