imageJ_ID,Area,sample_ID.group
1,165.658,35
2,247.113,36
3,141.852,34
4,91.48,37
5,177.123,39
6,203.716,38
7,168.246,40
8,93.387,43
9,140.809,41
10,133.364,42
11,90.527,44
