imageJ_ID,Area,sample_ID.group
1,271.858,46
2,93.944,45
3,183.472,48
4,145.425,47
5,189.15,49
6,121.473,50
7,78.386,51
8,119.204,54
9,271.279,53
10,175.806,55
11,82.36,52
