metric,family_id_group,treatment_group,n,mean,sd,se,median
metabolism_per_area_mm2_measurement,NA,control,46,0.0012884945811304964,0.001554470383145597,2.2919415407583925e-4,7.957818185537931e-4
metabolism_per_area_mm2_measurement,NA,oae,46,0.002146939555754325,0.002326879353081925,3.430796435548406e-4,9.93153487916751e-4
