trace_id,family_id_group,treatment_group,AUC,n_timepoints,metric
1,6,NA,0.42750475377518526,10,metabolism_per_area_mm2_measurement
10,6,NA,0.4888241381046125,10,metabolism_per_area_mm2_measurement
100,1,NA,1.0156491663522893,10,metabolism_per_area_mm2_measurement
101,1,NA,0.4309286603924246,10,metabolism_per_area_mm2_measurement
102,1,NA,0.7296453566738961,10,metabolism_per_area_mm2_measurement
103,1,NA,1.027834946420763,10,metabolism_per_area_mm2_measurement
104,1,NA,0.7621530045760013,10,metabolism_per_area_mm2_measurement
105,1,NA,0.5241338847433474,10,metabolism_per_area_mm2_measurement
106,1,NA,0.7927545915346433,10,metabolism_per_area_mm2_measurement
107,1,NA,1.103828772530815,10,metabolism_per_area_mm2_measurement
11,6,NA,0.5012916982520841,10,metabolism_per_area_mm2_measurement
13,10,NA,0.36518152377962376,10,metabolism_per_area_mm2_measurement
14,10,NA,0.5767723941501222,10,metabolism_per_area_mm2_measurement
15,10,NA,0.7968315107986165,10,metabolism_per_area_mm2_measurement
16,10,NA,1.1141649012746673,10,metabolism_per_area_mm2_measurement
17,10,NA,0.6434985938931675,10,metabolism_per_area_mm2_measurement
18,10,NA,0.5317536809587777,10,metabolism_per_area_mm2_measurement
19,10,NA,0.30172918104923663,10,metabolism_per_area_mm2_measurement
2,6,NA,0.3648101552190359,10,metabolism_per_area_mm2_measurement
20,10,NA,0.5424852427178026,10,metabolism_per_area_mm2_measurement
21,10,NA,0.7590026138842635,10,metabolism_per_area_mm2_measurement
22,10,NA,0.58943905587697,10,metabolism_per_area_mm2_measurement
23,10,NA,0.6069115121761668,10,metabolism_per_area_mm2_measurement
25,7,NA,0.2942149513155518,10,metabolism_per_area_mm2_measurement
26,7,NA,0.4306659769133159,10,metabolism_per_area_mm2_measurement
27,7,NA,0.374321836273823,10,metabolism_per_area_mm2_measurement
28,7,NA,0.5571303287520747,10,metabolism_per_area_mm2_measurement
29,7,NA,0.35536787314403245,10,metabolism_per_area_mm2_measurement
3,6,NA,0.25854516746169603,10,metabolism_per_area_mm2_measurement
30,7,NA,0.7247171020197196,10,metabolism_per_area_mm2_measurement
31,7,NA,0.3980724804576857,10,metabolism_per_area_mm2_measurement
32,7,NA,0.2973765809730043,10,metabolism_per_area_mm2_measurement
33,7,NA,0.28512670737950013,10,metabolism_per_area_mm2_measurement
34,7,NA,0.30661503259155165,10,metabolism_per_area_mm2_measurement
35,7,NA,0.5274657957677908,10,metabolism_per_area_mm2_measurement
37,8,NA,0.5332813816405881,10,metabolism_per_area_mm2_measurement
38,8,NA,0.586417203190447,10,metabolism_per_area_mm2_measurement
39,8,NA,1.6199286545445328,10,metabolism_per_area_mm2_measurement
4,6,NA,0.4540654215618442,10,metabolism_per_area_mm2_measurement
40,8,NA,0.7975782381014959,10,metabolism_per_area_mm2_measurement
41,8,NA,0.580682849708051,10,metabolism_per_area_mm2_measurement
42,8,NA,0.4180635385154118,10,metabolism_per_area_mm2_measurement
43,8,NA,0.5039700573875547,10,metabolism_per_area_mm2_measurement
44,8,NA,0.4127405718052006,10,metabolism_per_area_mm2_measurement
45,8,NA,0.5419116778196995,10,metabolism_per_area_mm2_measurement
46,8,NA,0.475475015956772,10,metabolism_per_area_mm2_measurement
47,8,NA,0.5940014728130263,10,metabolism_per_area_mm2_measurement
49,5,NA,0.47702483374775523,10,metabolism_per_area_mm2_measurement
5,6,NA,0.3621227554079553,10,metabolism_per_area_mm2_measurement
50,5,NA,0.5299438253010845,10,metabolism_per_area_mm2_measurement
51,5,NA,1.5764084202721027,10,metabolism_per_area_mm2_measurement
52,5,NA,2.618166158529161,10,metabolism_per_area_mm2_measurement
53,5,NA,0.5833880436123284,10,metabolism_per_area_mm2_measurement
54,5,NA,0.6932878098420867,10,metabolism_per_area_mm2_measurement
55,5,NA,0.6297339059249876,10,metabolism_per_area_mm2_measurement
56,5,NA,0.45880705173162395,10,metabolism_per_area_mm2_measurement
57,5,NA,0.6337533407406798,10,metabolism_per_area_mm2_measurement
58,5,NA,0.5244443309241111,10,metabolism_per_area_mm2_measurement
59,5,NA,0.3994552528391063,10,metabolism_per_area_mm2_measurement
6,6,NA,0.49297367505263523,10,metabolism_per_area_mm2_measurement
61,9,NA,0.4338513809284594,10,metabolism_per_area_mm2_measurement
62,9,NA,0.5412269360229841,10,metabolism_per_area_mm2_measurement
63,9,NA,1.4804271470041719,10,metabolism_per_area_mm2_measurement
64,9,NA,1.1700683949586133,10,metabolism_per_area_mm2_measurement
65,9,NA,1.2411722192681236,10,metabolism_per_area_mm2_measurement
66,9,NA,0.636132949607574,10,metabolism_per_area_mm2_measurement
67,9,NA,0.9592062393765057,10,metabolism_per_area_mm2_measurement
68,9,NA,0.5920879336979921,10,metabolism_per_area_mm2_measurement
69,9,NA,0.49236078671850625,10,metabolism_per_area_mm2_measurement
7,6,NA,0.34655901169967723,10,metabolism_per_area_mm2_measurement
70,9,NA,1.1137801554465885,10,metabolism_per_area_mm2_measurement
71,9,NA,0.9203302282511857,10,metabolism_per_area_mm2_measurement
73,9b,NA,0.8152465281435938,10,metabolism_per_area_mm2_measurement
74,9b,NA,1.012557904132648,10,metabolism_per_area_mm2_measurement
75,9b,NA,1.2491899747524295,10,metabolism_per_area_mm2_measurement
76,9b,NA,1.0886924246722725,10,metabolism_per_area_mm2_measurement
77,9b,NA,1.1516300083046738,10,metabolism_per_area_mm2_measurement
78,9b,NA,0.8784393924266143,10,metabolism_per_area_mm2_measurement
79,9b,NA,0.9066481065359616,10,metabolism_per_area_mm2_measurement
8,6,NA,0.6162708852496724,10,metabolism_per_area_mm2_measurement
80,9b,NA,0.7490484677932455,10,metabolism_per_area_mm2_measurement
81,9b,NA,1.3633752539291941,10,metabolism_per_area_mm2_measurement
82,9b,NA,0.8286427230146443,10,metabolism_per_area_mm2_measurement
83,9b,NA,0.4693196824818285,10,metabolism_per_area_mm2_measurement
85,3,NA,1.7366396287025554,10,metabolism_per_area_mm2_measurement
86,3,NA,0.3412887182564678,10,metabolism_per_area_mm2_measurement
87,3,NA,0.7816630055849583,10,metabolism_per_area_mm2_measurement
88,3,NA,0.5288265839824605,10,metabolism_per_area_mm2_measurement
89,3,NA,0.5414235495805728,10,metabolism_per_area_mm2_measurement
9,6,NA,0.5438069267081866,10,metabolism_per_area_mm2_measurement
90,3,NA,0.37131434040830835,10,metabolism_per_area_mm2_measurement
91,3,NA,0.7931220657871987,10,metabolism_per_area_mm2_measurement
92,3,NA,0.3894395906426076,10,metabolism_per_area_mm2_measurement
93,3,NA,0.5079109101392857,10,metabolism_per_area_mm2_measurement
94,3,NA,0.4419876722300222,10,metabolism_per_area_mm2_measurement
95,3,NA,0.4346059096788811,10,metabolism_per_area_mm2_measurement
97,1,NA,0.5486512890347108,10,metabolism_per_area_mm2_measurement
98,1,NA,0.7988113244544953,10,metabolism_per_area_mm2_measurement
99,1,NA,0.5899811272379449,10,metabolism_per_area_mm2_measurement
