imageJ_ID,Area,sample_ID.group
1,757.481,4
2,1026.829,20
3,549.286,12
4,444.111,16
5,337.656,8
6,591.642,40
7,550.387,36
8,380.027,32
9,319.988,28
10,187.493,24
11,1064.247,60
12,611.228,52
13,693.62,56
14,784.503,48
15,458.09,44
16,724.346,72
17,499.881,80
18,680.86,68
19,350.372,76
20,756.544,64
