imageJ_ID,Area,sample_ID.group
1,713.266,3
2,617.719,15
3,348.031,7
4,486.344,11
5,382.516,19
6,971.297,27
7,1116.156,31
8,1076.625,39
9,805.062,35
10,460.406,23
11,1167.531,59
12,748.875,43
13,631.875,51
14,602.859,47
15,535.812,55
16,768.953,71
17,553.266,63
18,276.656,67
19,437.688,75
20,549.469,79
