individual_id,familly_id.group,timepoint_count,timepoint_hrs,alive.measurement,date,time,area_mm2.measurment,imageJ_ID,notes
74,2,0,0,TRUE,2026-04-27,11:30,708.578,,
116,2,0,0,TRUE,2026-04-27,11:30,474.522,,
39,2,0,0,TRUE,2026-04-27,11:30,650.478,,
144,2,0,0,TRUE,2026-04-27,11:30,833.131,,
81,2,0,0,TRUE,2026-04-27,11:30,856.059,,
107,2,0,0,TRUE,2026-04-27,11:30,1076.339,,
45,5,0,0,TRUE,2026-04-27,11:30,574.389,,
46,5,0,0,TRUE,2026-04-27,11:30,992.058,,
76,5,0,0,TRUE,2026-04-27,11:30,739.701,,
47,5,0,0,TRUE,2026-04-27,11:30,535.404,,
119,5,0,0,TRUE,2026-04-27,11:30,419.864,,
36,5,0,0,TRUE,2026-04-27,11:30,786.832,,
53,5,0,0,TRUE,2026-04-27,11:30,674.788,,
28,5,0,0,TRUE,2026-04-27,11:30,742.453,,
172,5,0,0,TRUE,2026-04-27,11:30,474.733,,
160,5,0,0,TRUE,2026-04-27,11:30,558.095,,
55,5,0,0,TRUE,2026-04-27,11:30,726.16,,
102,5,0,0,TRUE,2026-04-27,11:30,550.507,,
110,5,0,0,TRUE,2026-04-27,11:30,615.754,,
175,5,0,0,TRUE,2026-04-27,11:30,807.849,,
73,5,0,0,TRUE,2026-04-27,11:30,460.188,,
77,5,0,0,TRUE,2026-04-27,11:30,813.392,,
174,5,0,0,TRUE,2026-04-27,11:30,581.047,,
131,5,0,0,TRUE,2026-04-27,11:30,897.238,,
161,5,0,0,TRUE,2026-04-27,11:30,567.135,,
41,5,0,0,TRUE,2026-04-27,11:30,985.176,,
90,6,0,0,TRUE,2026-04-27,11:30,896.983,,
88,6,0,0,TRUE,2026-04-27,11:30,651.189,,
44,6,0,0,TRUE,2026-04-27,11:30,1213.738,,
1,6,0,0,TRUE,2026-04-27,11:30,453.816,,
133,6,0,0,TRUE,2026-04-27,11:30,742.084,,
13,6,0,0,TRUE,2026-04-27,11:30,584.008,,
51,6,0,0,TRUE,2026-04-27,11:30,1080.902,,
132,6,0,0,TRUE,2026-04-27,11:30,991.321,,
59,6,0,0,TRUE,2026-04-27,11:30,738.108,,
70,7,0,0,TRUE,2026-04-27,11:30,604.17,,
105,7,0,0,TRUE,2026-04-27,11:30,1151.021,,
48,7,0,0,TRUE,2026-04-27,11:30,672.14,,
26,7,0,0,TRUE,2026-04-27,11:30,934.032,,
147,7,0,0,TRUE,2026-04-27,11:30,687.707,,
15,7,0,0,TRUE,2026-04-27,11:30,812.587,,
35,7,0,0,TRUE,2026-04-27,11:30,1221.953,,
115,7,0,0,TRUE,2026-04-27,11:30,1520.651,,
29,7,0,0,TRUE,2026-04-27,11:30,423.073,,
87,7,0,0,TRUE,2026-04-27,11:30,475.288,,
57,7,0,0,TRUE,2026-04-27,11:30,1154.361,,
130,7,0,0,TRUE,2026-04-27,11:30,423.231,,
60,7,0,0,TRUE,2026-04-27,11:30,680.018,,
84,7,0,0,TRUE,2026-04-27,11:30,406.687,,
113,7,0,0,TRUE,2026-04-27,11:30,740.111,,
118,7,0,0,TRUE,2026-04-27,11:30,908.256,,
79,7,0,0,TRUE,2026-04-27,11:30,929.4,,
148,8,0,0,TRUE,2026-04-27,11:30,1018.793,,
149,8,0,0,TRUE,2026-04-27,11:30,545.782,,
153,8,0,0,TRUE,2026-04-27,11:30,611.145,,
142,8,0,0,TRUE,2026-04-27,11:30,1030.418,,
25,8,0,0,TRUE,2026-04-27,11:30,1103.121,,
24,8,0,0,TRUE,2026-04-27,11:30,682.888,,
18,8,0,0,TRUE,2026-04-27,11:30,1296.468,,
72,8,0,0,TRUE,2026-04-27,11:30,480.453,,
145,8,0,0,TRUE,2026-04-27,11:30,1089.54,,
141,8,0,0,TRUE,2026-04-27,11:30,862.654,,
56,9,0,0,TRUE,2026-04-27,11:30,688.203,,
19,9,0,0,TRUE,2026-04-27,11:30,613.351,,
104,9,0,0,TRUE,2026-04-27,11:30,703.217,,
112,9,0,0,TRUE,2026-04-27,11:30,835.207,,
22,9,0,0,TRUE,2026-04-27,11:30,1095.488,,
106,9,0,0,TRUE,2026-04-27,11:30,812.389,,
101,9,0,0,TRUE,2026-04-27,11:30,415.348,,
14,9,0,0,TRUE,2026-04-27,11:30,478.439,,
108,9,0,0,TRUE,2026-04-27,11:30,855.547,,
146,9,0,0,TRUE,2026-04-27,11:30,719.157,,
20,9,0,0,TRUE,2026-04-27,11:30,837.648,,
143,9,0,0,TRUE,2026-04-27,11:30,643.713,,
173,9,0,0,TRUE,2026-04-27,11:30,991.901,,
43,9,0,0,TRUE,2026-04-27,11:30,780.658,,
152,9,0,0,TRUE,2026-04-27,11:30,1556.287,,
184,1,1,3,TRUE,2026-04-27,14:30,892.711,,
199,1,1,3,TRUE,2026-04-27,14:30,752.164,,
207,1,1,3,TRUE,2026-04-27,14:30,866.707,,
206,1,1,3,TRUE,2026-04-27,14:30,966.032,,
205,1,1,3,TRUE,2026-04-27,14:30,671.191,,
204,1,1,3,TRUE,2026-04-27,14:30,581.354,,
203,1,1,3,TRUE,2026-04-27,14:30,703.359,,
202,1,1,3,TRUE,2026-04-27,14:30,1116.292,,
201,1,1,3,TRUE,2026-04-27,14:30,505.506,,
198,1,1,3,TRUE,2026-04-27,14:30,273.234,,
192,1,1,3,TRUE,2026-04-27,14:30,912.067,,
191,1,1,3,TRUE,2026-04-27,14:30,910.422,,
194,1,1,3,TRUE,2026-04-27,14:30,678.74,,
193,1,1,3,TRUE,2026-04-27,14:30,514.162,,
196,1,1,3,TRUE,2026-04-27,14:30,725.467,,
195,1,1,3,TRUE,2026-04-27,14:30,922.628,,
197,1,1,3,TRUE,2026-04-27,14:30,623.857,,
208,1,1,3,TRUE,2026-04-27,14:30,755.679,,
209,1,1,3,TRUE,2026-04-27,14:30,746.953,,
210,1,1,3,TRUE,2026-04-27,14:30,729.086,,
190,10,1,3,TRUE,2026-04-27,14:30,1169.234,,
177,10,1,3,TRUE,2026-04-27,14:30,1010.819,,
183,10,1,3,TRUE,2026-04-27,14:30,1031.688,,
189,10,1,3,TRUE,2026-04-27,14:30,972.327,,
180,10,1,3,TRUE,2026-04-27,14:30,706.11,,
187,10,1,3,TRUE,2026-04-27,14:30,1103.295,,
176,10,1,3,TRUE,2026-04-27,14:30,759.778,,
185,10,1,3,TRUE,2026-04-27,14:30,766.103,,
181,10,1,3,TRUE,2026-04-27,14:30,381.631,,
120,3,1,3,TRUE,2026-04-27,14:30,1281.176,,
103,3,1,3,TRUE,2026-04-27,14:30,962.545,,
37,3,1,3,TRUE,2026-04-27,14:30,996.196,,
58,3,1,3,TRUE,2026-04-27,14:30,853.94,,
23,3,1,3,TRUE,2026-04-27,14:30,723.896,,
65,3,1,3,TRUE,2026-04-27,14:30,1183.718,,
16,3,1,3,TRUE,2026-04-27,14:30,925.867,,
109,3,1,3,TRUE,2026-04-27,14:30,670.318,,
114,3,1,3,TRUE,2026-04-27,14:30,577.74,,
66,3,1,3,TRUE,2026-04-27,14:30,529.98,,
68,3,1,3,TRUE,2026-04-27,14:30,977.463,,
151,3,1,3,TRUE,2026-04-27,14:30,944.28,,
52,3,1,3,TRUE,2026-04-27,14:30,804.625,,
150,3,1,3,TRUE,2026-04-27,14:30,621.45,,
117,3,1,3,TRUE,2026-04-27,14:30,580.83,,
49,3,1,3,TRUE,2026-04-27,14:30,466.471,,
182,3,1,3,TRUE,2026-04-27,14:30,831.882,,
186,3,1,3,TRUE,2026-04-27,14:30,593.234,,
178,3,1,3,TRUE,2026-04-27,14:30,514.806,,
179,3,1,3,TRUE,2026-04-27,14:30,245.639,,
38,2,1,3,TRUE,2026-04-27,14:30,726.02,,
89,2,1,3,TRUE,2026-04-27,14:30,1047.736,,
74,2,1,3,TRUE,2026-04-27,14:30,708.578,,
116,2,1,3,TRUE,2026-04-27,14:30,474.522,,
39,2,1,3,TRUE,2026-04-27,14:30,650.478,,
144,2,1,3,TRUE,2026-04-27,14:30,833.131,,
81,2,1,3,TRUE,2026-04-27,14:30,856.059,,
107,2,1,3,TRUE,2026-04-27,14:30,1076.339,,
45,5,1,3,TRUE,2026-04-27,14:30,574.389,,
46,5,1,3,TRUE,2026-04-27,14:30,992.058,,
76,5,1,3,TRUE,2026-04-27,14:30,739.701,,
47,5,1,3,TRUE,2026-04-27,14:30,535.404,,
119,5,1,3,TRUE,2026-04-27,14:30,419.864,,
36,5,1,3,TRUE,2026-04-27,14:30,786.832,,
53,5,1,3,TRUE,2026-04-27,14:30,674.788,,
28,5,1,3,TRUE,2026-04-27,14:30,742.453,,
172,5,1,3,TRUE,2026-04-27,14:30,474.733,,
160,5,1,3,TRUE,2026-04-27,14:30,558.095,,
55,5,1,3,TRUE,2026-04-27,14:30,726.16,,
102,5,1,3,TRUE,2026-04-27,14:30,550.507,,
110,5,1,3,TRUE,2026-04-27,14:30,615.754,,
175,5,1,3,TRUE,2026-04-27,14:30,807.849,,
73,5,1,3,TRUE,2026-04-27,14:30,460.188,,
77,5,1,3,TRUE,2026-04-27,14:30,813.392,,
174,5,1,3,TRUE,2026-04-27,14:30,581.047,,
131,5,1,3,TRUE,2026-04-27,14:30,897.238,,
161,5,1,3,TRUE,2026-04-27,14:30,567.135,,
41,5,1,3,TRUE,2026-04-27,14:30,985.176,,
90,6,1,3,TRUE,2026-04-27,14:30,896.983,,
88,6,1,3,TRUE,2026-04-27,14:30,651.189,,
44,6,1,3,TRUE,2026-04-27,14:30,1213.738,,
1,6,1,3,TRUE,2026-04-27,14:30,453.816,,
133,6,1,3,TRUE,2026-04-27,14:30,742.084,,
13,6,1,3,TRUE,2026-04-27,14:30,584.008,,
51,6,1,3,TRUE,2026-04-27,14:30,1080.902,,
132,6,1,3,TRUE,2026-04-27,14:30,991.321,,
59,6,1,3,TRUE,2026-04-27,14:30,738.108,,
70,7,1,3,TRUE,2026-04-27,14:30,604.17,,
105,7,1,3,TRUE,2026-04-27,14:30,1151.021,,
48,7,1,3,TRUE,2026-04-27,14:30,672.14,,
26,7,1,3,TRUE,2026-04-27,14:30,934.032,,
147,7,1,3,TRUE,2026-04-27,14:30,687.707,,
15,7,1,3,TRUE,2026-04-27,14:30,812.587,,
35,7,1,3,TRUE,2026-04-27,14:30,1221.953,,
115,7,1,3,TRUE,2026-04-27,14:30,1520.651,,
29,7,1,3,TRUE,2026-04-27,14:30,423.073,,
87,7,1,3,TRUE,2026-04-27,14:30,475.288,,
57,7,1,3,TRUE,2026-04-27,14:30,1154.361,,
130,7,1,3,TRUE,2026-04-27,14:30,423.231,,
60,7,1,3,TRUE,2026-04-27,14:30,680.018,,
84,7,1,3,TRUE,2026-04-27,14:30,406.687,,
113,7,1,3,TRUE,2026-04-27,14:30,740.111,,
118,7,1,3,TRUE,2026-04-27,14:30,908.256,,
79,7,1,3,TRUE,2026-04-27,14:30,929.4,,
148,8,1,3,TRUE,2026-04-27,14:30,1018.793,,
149,8,1,3,TRUE,2026-04-27,14:30,545.782,,
153,8,1,3,TRUE,2026-04-27,14:30,611.145,,
142,8,1,3,TRUE,2026-04-27,14:30,1030.418,,
25,8,1,3,TRUE,2026-04-27,14:30,1103.121,,
24,8,1,3,TRUE,2026-04-27,14:30,682.888,,
18,8,1,3,TRUE,2026-04-27,14:30,1296.468,,
72,8,1,3,TRUE,2026-04-27,14:30,480.453,,
145,8,1,3,TRUE,2026-04-27,14:30,1089.54,,
141,8,1,3,TRUE,2026-04-27,14:30,862.654,,
56,9,1,3,TRUE,2026-04-27,14:30,688.203,,
19,9,1,3,TRUE,2026-04-27,14:30,613.351,,
104,9,1,3,TRUE,2026-04-27,14:30,703.217,,
112,9,1,3,TRUE,2026-04-27,14:30,835.207,,
22,9,1,3,TRUE,2026-04-27,14:30,1095.488,,
106,9,1,3,TRUE,2026-04-27,14:30,812.389,,
101,9,1,3,TRUE,2026-04-27,14:30,415.348,,
14,9,1,3,TRUE,2026-04-27,14:30,478.439,,
108,9,1,3,TRUE,2026-04-27,14:30,855.547,,
146,9,1,3,TRUE,2026-04-27,14:30,719.157,,
20,9,1,3,TRUE,2026-04-27,14:30,837.648,,
143,9,1,3,TRUE,2026-04-27,14:30,643.713,,
173,9,1,3,TRUE,2026-04-27,14:30,991.901,,
43,9,1,3,TRUE,2026-04-27,14:30,780.658,,
152,9,1,3,TRUE,2026-04-27,14:30,1556.287,,
184,1,2,5.75,TRUE,2026-04-27,17:15,892.711,,
199,1,2,5.75,TRUE,2026-04-27,17:15,752.164,,
207,1,2,5.75,TRUE,2026-04-27,17:15,866.707,,
206,1,2,5.75,TRUE,2026-04-27,17:15,966.032,,
205,1,2,5.75,TRUE,2026-04-27,17:15,671.191,,
204,1,2,5.75,TRUE,2026-04-27,17:15,581.354,,
203,1,2,5.75,TRUE,2026-04-27,17:15,703.359,,
202,1,2,5.75,TRUE,2026-04-27,17:15,1116.292,,
201,1,2,5.75,TRUE,2026-04-27,17:15,505.506,,
198,1,2,5.75,TRUE,2026-04-27,17:15,273.234,,
192,1,2,5.75,TRUE,2026-04-27,17:15,912.067,,
191,1,2,5.75,TRUE,2026-04-27,17:15,910.422,,
194,1,2,5.75,TRUE,2026-04-27,17:15,678.74,,
193,1,2,5.75,TRUE,2026-04-27,17:15,514.162,,
196,1,2,5.75,TRUE,2026-04-27,17:15,725.467,,
195,1,2,5.75,TRUE,2026-04-27,17:15,922.628,,
197,1,2,5.75,TRUE,2026-04-27,17:15,623.857,,
208,1,2,5.75,TRUE,2026-04-27,17:15,755.679,,
209,1,2,5.75,TRUE,2026-04-27,17:15,746.953,,
210,1,2,5.75,TRUE,2026-04-27,17:15,729.086,,
190,10,2,5.75,TRUE,2026-04-27,17:15,1169.234,,
177,10,2,5.75,TRUE,2026-04-27,17:15,1010.819,,
183,10,2,5.75,TRUE,2026-04-27,17:15,1031.688,,
189,10,2,5.75,TRUE,2026-04-27,17:15,972.327,,
180,10,2,5.75,TRUE,2026-04-27,17:15,706.11,,
187,10,2,5.75,TRUE,2026-04-27,17:15,1103.295,,
176,10,2,5.75,TRUE,2026-04-27,17:15,759.778,,
185,10,2,5.75,TRUE,2026-04-27,17:15,766.103,,
181,10,2,5.75,TRUE,2026-04-27,17:15,381.631,,
120,3,2,5.75,TRUE,2026-04-27,17:15,1281.176,,
103,3,2,5.75,TRUE,2026-04-27,17:15,962.545,,
37,3,2,5.75,TRUE,2026-04-27,17:15,996.196,,
58,3,2,5.75,TRUE,2026-04-27,17:15,853.94,,
23,3,2,5.75,TRUE,2026-04-27,17:15,723.896,,
65,3,2,5.75,TRUE,2026-04-27,17:15,1183.718,,
16,3,2,5.75,TRUE,2026-04-27,17:15,925.867,,
109,3,2,5.75,TRUE,2026-04-27,17:15,670.318,,
114,3,2,5.75,TRUE,2026-04-27,17:15,577.74,,
66,3,2,5.75,TRUE,2026-04-27,17:15,529.98,,
68,3,2,5.75,TRUE,2026-04-27,17:15,977.463,,
151,3,2,5.75,TRUE,2026-04-27,17:15,944.28,,
52,3,2,5.75,TRUE,2026-04-27,17:15,804.625,,
150,3,2,5.75,TRUE,2026-04-27,17:15,621.45,,
117,3,2,5.75,TRUE,2026-04-27,17:15,580.83,,
49,3,2,5.75,TRUE,2026-04-27,17:15,466.471,,
182,3,2,5.75,TRUE,2026-04-27,17:15,831.882,,
186,3,2,5.75,TRUE,2026-04-27,17:15,593.234,,
178,3,2,5.75,TRUE,2026-04-27,17:15,514.806,,
179,3,2,5.75,TRUE,2026-04-27,17:15,245.639,,
38,2,2,5.75,TRUE,2026-04-27,17:15,726.02,,
89,2,2,5.75,TRUE,2026-04-27,17:15,1047.736,,
74,2,2,5.75,TRUE,2026-04-27,17:15,708.578,,
116,2,2,5.75,TRUE,2026-04-27,17:15,474.522,,
39,2,2,5.75,TRUE,2026-04-27,17:15,650.478,,
144,2,2,5.75,TRUE,2026-04-27,17:15,833.131,,
81,2,2,5.75,TRUE,2026-04-27,17:15,856.059,,
107,2,2,5.75,TRUE,2026-04-27,17:15,1076.339,,
45,5,2,5.75,TRUE,2026-04-27,17:15,574.389,,
46,5,2,5.75,TRUE,2026-04-27,17:15,992.058,,
76,5,2,5.75,TRUE,2026-04-27,17:15,739.701,,
47,5,2,5.75,TRUE,2026-04-27,17:15,535.404,,
119,5,2,5.75,TRUE,2026-04-27,17:15,419.864,,
36,5,2,5.75,TRUE,2026-04-27,17:15,786.832,,
53,5,2,5.75,TRUE,2026-04-27,17:15,674.788,,
28,5,2,5.75,TRUE,2026-04-27,17:15,742.453,,
172,5,2,5.75,TRUE,2026-04-27,17:15,474.733,,
160,5,2,5.75,TRUE,2026-04-27,17:15,558.095,,
55,5,2,5.75,TRUE,2026-04-27,17:15,726.16,,
102,5,2,5.75,TRUE,2026-04-27,17:15,550.507,,
110,5,2,5.75,TRUE,2026-04-27,17:15,615.754,,
175,5,2,5.75,TRUE,2026-04-27,17:15,807.849,,
73,5,2,5.75,TRUE,2026-04-27,17:15,460.188,,
77,5,2,5.75,TRUE,2026-04-27,17:15,813.392,,
174,5,2,5.75,TRUE,2026-04-27,17:15,581.047,,
131,5,2,5.75,TRUE,2026-04-27,17:15,897.238,,
161,5,2,5.75,TRUE,2026-04-27,17:15,567.135,,
41,5,2,5.75,TRUE,2026-04-27,17:15,985.176,,
90,6,2,5.75,TRUE,2026-04-27,17:15,896.983,,
88,6,2,5.75,TRUE,2026-04-27,17:15,651.189,,
44,6,2,5.75,TRUE,2026-04-27,17:15,1213.738,,
1,6,2,5.75,TRUE,2026-04-27,17:15,453.816,,
133,6,2,5.75,TRUE,2026-04-27,17:15,742.084,,
13,6,2,5.75,TRUE,2026-04-27,17:15,584.008,,
51,6,2,5.75,TRUE,2026-04-27,17:15,1080.902,,
132,6,2,5.75,TRUE,2026-04-27,17:15,991.321,,
59,6,2,5.75,TRUE,2026-04-27,17:15,738.108,,
70,7,2,5.75,TRUE,2026-04-27,17:15,604.17,,
105,7,2,5.75,TRUE,2026-04-27,17:15,1151.021,,
48,7,2,5.75,TRUE,2026-04-27,17:15,672.14,,
26,7,2,5.75,TRUE,2026-04-27,17:15,934.032,,
147,7,2,5.75,TRUE,2026-04-27,17:15,687.707,,
15,7,2,5.75,TRUE,2026-04-27,17:15,812.587,,
35,7,2,5.75,TRUE,2026-04-27,17:15,1221.953,,
115,7,2,5.75,TRUE,2026-04-27,17:15,1520.651,,
29,7,2,5.75,TRUE,2026-04-27,17:15,423.073,,
87,7,2,5.75,TRUE,2026-04-27,17:15,475.288,,
57,7,2,5.75,TRUE,2026-04-27,17:15,1154.361,,
130,7,2,5.75,TRUE,2026-04-27,17:15,423.231,,
60,7,2,5.75,TRUE,2026-04-27,17:15,680.018,,
84,7,2,5.75,TRUE,2026-04-27,17:15,406.687,,
113,7,2,5.75,TRUE,2026-04-27,17:15,740.111,,
118,7,2,5.75,TRUE,2026-04-27,17:15,908.256,,
79,7,2,5.75,TRUE,2026-04-27,17:15,929.4,,
148,8,2,5.75,TRUE,2026-04-27,17:15,1018.793,,
149,8,2,5.75,TRUE,2026-04-27,17:15,545.782,,
153,8,2,5.75,TRUE,2026-04-27,17:15,611.145,,
142,8,2,5.75,TRUE,2026-04-27,17:15,1030.418,,
25,8,2,5.75,TRUE,2026-04-27,17:15,1103.121,,
24,8,2,5.75,TRUE,2026-04-27,17:15,682.888,,
18,8,2,5.75,TRUE,2026-04-27,17:15,1296.468,,
72,8,2,5.75,TRUE,2026-04-27,17:15,480.453,,
145,8,2,5.75,TRUE,2026-04-27,17:15,1089.54,,
141,8,2,5.75,TRUE,2026-04-27,17:15,862.654,,
56,9,2,5.75,TRUE,2026-04-27,17:15,688.203,,
19,9,2,5.75,TRUE,2026-04-27,17:15,613.351,,
104,9,2,5.75,TRUE,2026-04-27,17:15,703.217,,
112,9,2,5.75,TRUE,2026-04-27,17:15,835.207,,
22,9,2,5.75,TRUE,2026-04-27,17:15,1095.488,,
106,9,2,5.75,TRUE,2026-04-27,17:15,812.389,,
101,9,2,5.75,TRUE,2026-04-27,17:15,415.348,,
14,9,2,5.75,TRUE,2026-04-27,17:15,478.439,,
108,9,2,5.75,TRUE,2026-04-27,17:15,855.547,,
146,9,2,5.75,TRUE,2026-04-27,17:15,719.157,,
20,9,2,5.75,TRUE,2026-04-27,17:15,837.648,,
143,9,2,5.75,TRUE,2026-04-27,17:15,643.713,,
173,9,2,5.75,TRUE,2026-04-27,17:15,991.901,,
43,9,2,5.75,TRUE,2026-04-27,17:15,780.658,,
152,9,2,5.75,TRUE,2026-04-27,17:15,1556.287,,
184,1,3,20,TRUE,2026-04-28,07:30,892.711,,
199,1,3,20,TRUE,2026-04-28,07:30,752.164,,
207,1,3,20,TRUE,2026-04-28,07:30,866.707,,
206,1,3,20,TRUE,2026-04-28,07:30,966.032,,
205,1,3,20,TRUE,2026-04-28,07:30,671.191,,
204,1,3,20,TRUE,2026-04-28,07:30,581.354,,
203,1,3,20,TRUE,2026-04-28,07:30,703.359,,
202,1,3,20,TRUE,2026-04-28,07:30,1116.292,,
201,1,3,20,FALSE,2026-04-28,07:30,505.506,,
198,1,3,20,TRUE,2026-04-28,07:30,273.234,,
192,1,3,20,TRUE,2026-04-28,07:30,912.067,,
191,1,3,20,TRUE,2026-04-28,07:30,910.422,,
194,1,3,20,TRUE,2026-04-28,07:30,678.74,,
193,1,3,20,TRUE,2026-04-28,07:30,514.162,,
196,1,3,20,TRUE,2026-04-28,07:30,725.467,,
195,1,3,20,TRUE,2026-04-28,07:30,922.628,,
197,1,3,20,TRUE,2026-04-28,07:30,623.857,,
208,1,3,20,TRUE,2026-04-28,07:30,755.679,,
209,1,3,20,TRUE,2026-04-28,07:30,746.953,,
210,1,3,20,TRUE,2026-04-28,07:30,729.086,,
190,10,3,20,TRUE,2026-04-28,07:30,1169.234,,
177,10,3,20,TRUE,2026-04-28,07:30,1010.819,,
183,10,3,20,TRUE,2026-04-28,07:30,1031.688,,
189,10,3,20,TRUE,2026-04-28,07:30,972.327,,
180,10,3,20,TRUE,2026-04-28,07:30,706.11,,
187,10,3,20,TRUE,2026-04-28,07:30,1103.295,,
176,10,3,20,TRUE,2026-04-28,07:30,759.778,,
185,10,3,20,TRUE,2026-04-28,07:30,766.103,,
181,10,3,20,TRUE,2026-04-28,07:30,381.631,,
120,3,3,20,TRUE,2026-04-28,07:30,1281.176,,
103,3,3,20,TRUE,2026-04-28,07:30,962.545,,
37,3,3,20,TRUE,2026-04-28,07:30,996.196,,
58,3,3,20,TRUE,2026-04-28,07:30,853.94,,
23,3,3,20,TRUE,2026-04-28,07:30,723.896,,
65,3,3,20,TRUE,2026-04-28,07:30,1183.718,,
16,3,3,20,TRUE,2026-04-28,07:30,925.867,,
109,3,3,20,TRUE,2026-04-28,07:30,670.318,,
114,3,3,20,TRUE,2026-04-28,07:30,577.74,,
66,3,3,20,TRUE,2026-04-28,07:30,529.98,,
68,3,3,20,TRUE,2026-04-28,07:30,977.463,,
151,3,3,20,TRUE,2026-04-28,07:30,944.28,,
52,3,3,20,TRUE,2026-04-28,07:30,804.625,,
150,3,3,20,TRUE,2026-04-28,07:30,621.45,,
117,3,3,20,TRUE,2026-04-28,07:30,580.83,,
49,3,3,20,TRUE,2026-04-28,07:30,466.471,,
182,3,3,20,TRUE,2026-04-28,07:30,831.882,,
186,3,3,20,TRUE,2026-04-28,07:30,593.234,,
178,3,3,20,TRUE,2026-04-28,07:30,514.806,,
179,3,3,20,TRUE,2026-04-28,07:30,245.639,,
38,2,3,20,TRUE,2026-04-28,07:30,726.02,,
89,2,3,20,TRUE,2026-04-28,07:30,1047.736,,
74,2,3,20,TRUE,2026-04-28,07:30,708.578,,
116,2,3,20,TRUE,2026-04-28,07:30,474.522,,
39,2,3,20,TRUE,2026-04-28,07:30,650.478,,
144,2,3,20,TRUE,2026-04-28,07:30,833.131,,
81,2,3,20,TRUE,2026-04-28,07:30,856.059,,
107,2,3,20,TRUE,2026-04-28,07:30,1076.339,,
45,5,3,20,TRUE,2026-04-28,07:30,574.389,,
46,5,3,20,TRUE,2026-04-28,07:30,992.058,,
76,5,3,20,TRUE,2026-04-28,07:30,739.701,,
47,5,3,20,TRUE,2026-04-28,07:30,535.404,,
119,5,3,20,TRUE,2026-04-28,07:30,419.864,,
36,5,3,20,TRUE,2026-04-28,07:30,786.832,,
53,5,3,20,TRUE,2026-04-28,07:30,674.788,,
28,5,3,20,TRUE,2026-04-28,07:30,742.453,,
172,5,3,20,TRUE,2026-04-28,07:30,474.733,,
160,5,3,20,TRUE,2026-04-28,07:30,558.095,,
