experiment,value_metric,feature,n,n_family,f_statistic,p_value,kruskal_p_value,eta_sq,omega_sq,max_abs_pairwise_d,p_adj_bh,rank_within_metric,rank_score
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,peak_value,99,9,1.019599421495114,0.42723009886779173,0.002858147663934166,0.08309965032019526,0.001581287206517063,0.9989777389148942,0.4984351153457571,17,32
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,final_delta,99,9,0.9697241022859558,0.4647673695197275,0.00466427482418945,0.07935728287879663,0,0.97335000711603,0.5065437806532961,19,34
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,metabolic_scope,99,9,0.947051229126039,0.4824226482412344,0.0053307515953255535,0.07764591714303216,0,0.9550944163957409,0.5065437806532961,19,35
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,vmax,99,9,0.7759623220908036,0.6248212238707342,0.054641417855241715,0.0645239275916754,0,0.7463031824955958,0.6248212238707342,21,37
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,time_to_trough,99,9,NA,NA,NA,NA,0,-Inf,NA,NA,NA
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,time_to_trough,99,9,NA,NA,NA,NA,0,-Inf,NA,NA,NA
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,trough_value,99,9,61.329672433756414,3.880662385263924e-33,4.574748899043831e-16,0.8449979226584704,0.829790856821819,6.589069992637566,8.537457247580633e-32,1,2
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,trough_value,99,9,50.94339302461796,3.6950228221165e-30,7.705233312928469e-15,0.8191126186740298,0.8014229924845553,6.0890485050107674,8.1290502086563e-29,1,2
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,min_slope,99,9,2.27240327933983,0.029117702896222942,0.004083715917761015,0.1680472939903897,0.0932340939368343,1.195809535561788,0.12997786932155153,2,4
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,late_early_auc_ratio,99,9,2.157828698544972,0.03819930311061576,0.027561832563906978,0.160937967441301,0.08555703499516401,1.3427523837577386,0.12997786932155153,2,5
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,stability_cv,99,9,2.134951431210288,0.04031374204134247,0.04308576533682606,0.1595038608980027,0.08400855006690527,1.4449680119518225,0.12997786932155153,2,6
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,initial_slope,99,9,2.0756717679131564,0.04632719468013309,0.023288168941401937,0.15576488780934555,0.07997160190015139,1.3685867484047936,0.12997786932155153,2,7
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,delta_auc_late_minus_early,99,9,2.052945433894305,0.048852448176015105,0.012940624931956388,0.15432262306839561,0.07841448560227991,1.3573874393266958,0.12997786932155153,2,8
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,auc_early,99,9,1.9753533102531744,0.05849745781199242,0.0041293546662940234,0.14936109939095152,0.07305823955266377,1.3616499435512965,0.12997786932155153,2,9
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,auc_total,99,9,1.9427966710037698,0.0630593808878409,0.0031697223783818144,0.14726192781200143,0.07079224096103509,1.3213465000804878,0.12997786932155153,2,10
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,auc_late,99,9,1.887452970140882,0.07159204920363149,0.002133014710967226,0.1436696271667522,0.0669146930917603,1.2253178308927648,0.12997786932155153,2,11
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,peak_value,99,9,1.8711128052897654,0.07431139622108747,0.002141578380623234,0.14260321003683682,0.06576365595662836,1.1475453999093232,0.12997786932155153,2,12
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,final_value,99,9,1.8697573689301188,0.07454125721300921,0.002141578380623234,0.14251463013775173,0.06566804847406395,1.1468587082833865,0.12997786932155153,2,13
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,metabolic_scope,99,9,1.8579075177010316,0.07657930018754713,0.0023297259281429418,0.14173944355283993,0.06483136956511253,1.1452959063274843,0.12997786932155153,2,14
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,final_delta,99,9,1.8566127959819747,0.07680510459909863,0.0023297259281429418,0.14165466126771872,0.06473986272044636,1.1446105607994062,0.12997786932155153,2,15
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,time_to_min_slope,99,9,1.7531958514230535,0.09697891892902669,0.1504039687856264,0.13482807391778123,0.05737238078615422,1.0994191814355223,0.15239544403132765,14,17
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,time_to_peak,99,9,1.7021276595744652,0.1086492926496525,0.04010201232611937,0.13141683778234067,0.05369127516778504,1.1801058864729888,0.15935229588615699,15,19
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,min_slope,99,9,2.4092050817549353,0.02099076236205037,0.014199254982211803,0.176379596567665,0.10223332237128341,1.2515273935011273,0.19029125035883354,2,4
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,late_early_auc_ratio,99,9,2.157828698544969,0.03819930311061602,0.027561832563906978,0.16093796744130082,0.0855570349951638,1.3427523837577386,0.19029125035883354,2,5
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,stability_cv,99,9,2.1349514312102875,0.04031374204134253,0.04308576533682606,0.15950386089800267,0.08400855006690523,1.4449680119518236,0.19029125035883354,2,6
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,initial_slope,99,9,1.9116787816454928,0.06773151943477364,0.02810763848298425,0.14524581653758395,0.0686160022853044,1.2254762920323703,0.19029125035883354,2,7
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,final_value,99,9,1.8606950292604483,0.07609524981861766,0.003432966337530084,0.14192192138614693,0.06502832132031529,1.4608642509856318,0.19029125035883354,2,8
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,peak_value,99,9,1.860390947577495,0.07614791430213591,0.003432966337530084,0.14190201917062228,0.06500684044659626,1.4621204314234053,0.19029125035883354,2,9
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,final_delta,99,9,1.851087254380616,0.07777578380226652,0.003768142598554673,0.1412926437660101,0.06434913349741642,1.4587852764636706,0.19029125035883354,2,10
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,metabolic_scope,99,9,1.8506876738258144,0.07784642060134099,0.003768142598554673,0.14126645256365808,0.06432086518339312,1.4600419623524143,0.19029125035883354,2,11
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_min_slope,99,9,1.7531958514230535,0.09697891892902669,0.1504039687856264,0.13482807391778123,0.05737238078615422,1.0994191814355223,0.21335362164385874,10,13
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_peak,99,9,1.7021276595744652,0.1086492926496525,0.04010201232611937,0.13141683778234067,0.05369127516778504,1.1801058864729888,0.217298585299305,11,15
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,time_to_vmax,99,9,1.4971629986244828,0.16936246361636723,0.06860176694654345,0.11745068285280717,0.03862311242311098,1.0078161464371276,0.2300241800653887,16,21
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,depression_abs,99,9,1.4742174401100954,0.17774595732325488,0.04010201232611937,0.11585918325027773,0.03690632852315029,1.0982613102284096,0.2300241800653887,16,22
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,auc_late,99,9,1.6287328725350387,0.12767063802067277,0.005482446116215648,0.1264668573108187,0.0483501836509557,1.3967412967023431,0.2340628363712334,12,17
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_vmax,99,9,1.4971629986244828,0.16936246361636723,0.06860176694654345,0.11745068285280717,0.03862311242311098,1.0078161464371276,0.2866133999661599,13,19
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,vmax,99,9,1.3355451170785828,0.2363474795442409,0.05119763668215645,0.10611738344700289,0.026398955669314775,1.0343886702241207,0.28886914166518335,18,24
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,auc_total,99,9,1.4318148400060369,0.19418430051893787,0.006126328618049499,0.11290299204568385,0.033717582818260955,1.3277822635597771,0.3051467579583309,14,21
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,resilience_ratio,99,9,1.249178081670336,0.28030910393226316,0.04010201232611937,0.0999408179888418,0.019738162758661474,1.0109672566873367,0.3092701913807971,19,26
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,metabolic_depression_index,99,9,1.2476258455369142,0.28115471943708825,0.04010201232611937,0.09982902840561991,0.019617617488398364,1.0103389444696373,0.3092701913807971,19,27
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,auc_early,99,9,1.3304315906820985,0.238784257493329,0.010382006595730964,0.10575404993796113,0.026007112652861798,1.2584174651403737,0.32554756987452044,15,23
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,vmax,99,9,1.29697003929727,0.25524007566943185,0.19945540357024943,0.10336918277760634,0.02343519108523229,1.1893057326667575,0.32554756987452044,15,24
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,depression_abs,99,9,1.2883507386478537,0.25962391813165164,0.04010201232611937,0.10275280740685282,0.022770492944479772,1.0266962305389018,0.32554756987452044,15,25
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,resilience_ratio,99,9,1.2491780816703388,0.2803091039322612,0.04010201232611937,0.09994081798884201,0.019738162758661703,1.0109672566873444,0.32554756987452044,15,26
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,metabolic_depression_index,99,9,1.2476258455369182,0.2811547194370858,0.04010201232611937,0.09982902840562019,0.019617617488398673,1.0103389444696387,0.32554756987452044,15,27
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,99,9,1.1963600379927077,0.3102097483202255,0.032785686819382424,0.09612127837703555,0.015619633627489434,1.1754426293133065,0.3412307231522481,20,29
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,time_to_trough,99,9,0.9999999999999993,0.44176039372916975,0.4334701203666801,0.08163265306122443,0,0.9045340337332908,0.46279660295436836,21,29
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_trough,99,9,0.9999999999999993,0.44176039372916975,0.4334701203666801,0.08163265306122443,0,0.9045340337332908,0.46279660295436836,21,31
01.00-resazurin-20260505-mgig-freshwater-RT,corrected_fc,inflection_time,99,9,0.8475263584752639,0.5636566386345309,0.56987610380447,0.07005782284421355,0,0.798555430998317,0.5636566386345309,22,31
01.00-resazurin-20260505-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,inflection_time,99,9,0.8475263584752639,0.5636566386345309,0.56987610380447,0.07005782284421355,0,0.798555430998317,0.5636566386345309,22,33
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,stability_cv,85,9,2.236164014660453,0.03360280140702834,0.02615800724884077,0.19053619324568966,0.10421945208181495,1.5064276449465277,0.26766266524153487,1,2
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,vmax,85,9,1.8625677137391685,0.0784418364214123,0.13798925450836957,0.16392137417029648,0.07508706239942636,1.5279100962392687,0.26766266524153487,1,3
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,inflection_time,85,9,1.8456927888027812,0.08143587398691055,0.11216335504509957,0.1626778393492481,0.07372639162896175,1.3243797358745633,0.26766266524153487,1,4
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,initial_slope,85,9,1.819919052180891,0.08621596681847504,0.00924285391330562,0.16077138394644847,0.07164044135590902,1.3755482356233675,0.26766266524153487,1,5
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,final_delta,85,9,1.778639617882568,0.09442037231390239,0.06868221241169137,0.15769983598575932,0.06827992149642713,1.2080974525940735,0.26766266524153487,1,6
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,final_value,85,9,1.7785930368576282,0.09443002724307512,0.06972824596145247,0.15769635725354345,0.06827611563663596,1.2077356208908285,0.26766266524153487,1,7
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,metabolic_scope,85,9,1.7435667867702935,0.10195463644744691,0.06868221241169137,0.1550723911581026,0.06540549927855366,1.1989201150446642,0.26766266524153487,1,8
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,peak_value,85,9,1.7435124448320387,0.1019667296158228,0.06972824596145247,0.15506830746947106,0.06540103187994738,1.1985598321488253,0.26766266524153487,1,9
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,auc_early,87,9,2.388623625739536,0.023341300696213978,0.140284550208169,0.19677878640824992,0.11323110265917001,1.5798146963043724,0.2947599695251922,1,2
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,stability_cv,87,9,2.1277131906812605,0.042764058444620806,0.02711108797038991,0.17913491903059017,0.09395485610343514,1.4786406458038492,0.2947599695251922,1,3
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,initial_slope,87,9,2.0443676267190907,0.051753183844562595,0.005221935486733838,0.17333422964430562,0.08761938212040547,1.5214825512604635,0.2947599695251922,1,4
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,inflection_time,87,9,2.008577240283454,0.0561447561000366,0.07574173002503315,0.17081805045276333,0.08487151805304348,1.334124888415889,0.2947599695251922,1,5
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,auc_early,85,9,1.5684766672228383,0.14849131555898246,0.048127797240780305,0.14170664260128765,0.050786425354999234,1.1011546591358168,0.3464797363042924,9,11
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,auc_total,85,9,1.4595418728537566,0.18628285187389332,0.11135838228761068,0.13317544563326772,0.04145790400045156,0.9980348744147101,0.35429077382051044,10,13
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,85,9,1.4215458588458156,0.20130641636357718,0.08963239331752383,0.13015976650360775,0.03816087528467114,1.2294908419811568,0.35429077382051044,10,14
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,auc_late,85,9,1.4187498609958817,0.20245187075457738,0.13276799319929838,0.12993702384042707,0.03791736197093842,1.0667174705234344,0.35429077382051044,10,15
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_vmax,85,9,1.3376964801208155,0.23814005166259952,0.29131175519245806,0.12342996342207059,0.030804143919625694,1.1046222004933255,0.3846877757626608,13,17
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,auc_total,87,9,1.7520595689836969,0.09961181540536612,0.165848041287502,0.15232572553425802,0.06468183675517482,1.3422512974186214,0.41836962470253775,5,7
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,auc_late,87,9,1.4407517761817807,0.19310043636202803,0.14897002879183366,0.1287448604881268,0.038950286724166845,1.257055819736604,0.4305977327676207,6,9
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,final_value,87,9,1.4181151022338507,0.20223016066233493,0.09112885774535881,0.12697891177269463,0.03702389450995189,1.153871872737257,0.4305977327676207,6,10
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,final_delta,87,9,1.417581337189476,0.2024498137173313,0.09166132103117522,0.12693718490939024,0.0369783776375619,1.153655479716149,0.4305977327676207,6,11
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,peak_value,87,9,1.3958937272648173,0.21154794899253299,0.09166132103117522,0.12523838477395632,0.03512531808432652,1.1481865262609323,0.4305977327676207,6,12
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,metabolic_scope,87,9,1.3953770295797983,0.21176886703931844,0.09166132103117522,0.12519783098198217,0.03508108278384182,1.147973762860804,0.4305977327676207,6,13
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,time_to_vmax,87,9,1.364005520791417,0.22555119335446797,0.2560768883621586,0.12272852647407068,0.032387698370467996,1.1129523069235232,0.4305977327676207,6,14
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,vmax,87,9,1.312804187097657,0.24964604334597384,0.3265618748821635,0.11866830189661641,0.0279593905887626,1.3203139689487065,0.43688057585545426,12,16
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,late_early_auc_ratio,85,9,1.154044161892118,0.33807405048023437,0.06519698719040305,0.10831982150214442,0.014291078093614339,1.1227798902854844,0.5071110757203515,14,19
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,late_early_auc_ratio,87,9,1.1038122010653844,0.36991770632719245,0.0681350076017248,0.1016981112826917,0.00945568602178206,1.097657143582031,0.5975593717593108,13,18
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,delta_auc_late_minus_early,87,9,1.056251822216433,0.40232410600110746,0.10713400048078496,0.09774451304613303,0.005145963438707731,1.1643716050995823,0.6034861590016611,14,20
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,depression_abs,85,9,0.8681772598417391,0.5470439475406115,0.955957298731957,0.08373480102470691,0,0.9083882150842936,0.765861526556856,15,21
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,depression_abs,87,9,0.8429250665905291,0.5679823476205805,0.9207946530202978,0.07957434431864961,0,0.9050365170532799,0.7951752866688127,15,22
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,time_to_min_slope,87,9,0.7225989383099881,0.6710094589112381,0.7119514422787354,0.06899900803673834,0,0.7457977061833378,0.8143073349570913,16,24
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,resilience_ratio,87,9,0.6914491408411862,0.6978813064739902,0.9308904209417798,0.06622156862658257,0,0.8918011537985377,0.8143073349570913,16,25
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,metabolic_depression_index,87,9,0.6913371016247429,0.6979777156775068,0.9308904209417798,0.06621154885586121,0,0.8917503423801675,0.8143073349570913,16,26
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,min_slope,87,9,0.6307405749664032,0.7495779325657161,0.597690461006011,0.060760652904423874,0,0.8881729871787801,0.8284808728357916,19,28
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,resilience_ratio,85,9,0.7190867138567854,0.6740248866569942,0.9520875708246461,0.07036702339375638,0,0.8885003820041318,0.8327427696428514,16,23
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,metabolic_depression_index,85,9,0.7189706091706078,0.6741250992346892,0.9520875708246461,0.07035646120025008,0,0.8884508582251632,0.8327427696428514,16,24
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_min_slope,85,9,0.6081118738313686,0.7683417515687478,0.8068967374063398,0.060160777939715304,0,0.699149565712272,0.8963987101635392,18,26
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,min_slope,85,9,0.4655926012495235,0.8765943365961437,0.5396678041629711,0.04672001153159179,0,0.7447628509316296,0.9688674246588957,19,28
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_peak,85,9,0.23464993005963547,0.9831780146808302,0.9568812005661741,0.024104608973668347,0,0.6206702340408153,0.9919867514732317,20,30
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,trough_value,85,9,0.18734946820703086,0.9919867514732317,0.9887002827921886,0.019339600457472312,0,0.439049344845989,0.9919867514732317,20,31
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,time_to_peak,87,9,0.2828568525167647,0.9697857630683357,0.9321217683145646,0.0281930517573177,0,0.6180010872250933,0.9997628472478226,20,30
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,trough_value,87,9,0.07034807294517963,0.9997628472478226,0.9997123426544652,0.007163500969887906,0,0.2788946291960831,0.9997628472478226,20,31
01.00-resazurin-20260511-mgig-freshwater-RT,corrected_fc,time_to_trough,87,9,NA,NA,NA,NA,0,-Inf,NA,NA,NA
01.00-resazurin-20260511-mgig-freshwater-RT,metabolism_per_area_mm2_measurement,time_to_trough,85,9,NA,NA,NA,NA,0,-Inf,NA,NA,NA
01.00-resazurin-20260602-mgig-36C,corrected_fc,delta_auc_late_minus_early,99,9,2.9028017820933205,0.0063246125526505775,0.00744567421966117,0.20510439040883477,0.13326993966814574,1.6710337588573838,0.04044482128997496,1,2
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,99,9,2.8055850510132987,0.008023369041247199,0.015090578553526282,0.1996064227017742,0.12732796598432852,1.627576495833011,0.04044482128997496,1,3
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,99,9,2.8052332903032537,0.008030270271591202,0.015132494688324359,0.199586391229706,0.12730631812226323,1.6273764038229588,0.04044482128997496,1,4
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,99,9,2.731170226331594,0.0096219534565136,0.018328797718796367,0.19534632524449305,0.1227243254941066,1.6011107697251121,0.04044482128997496,1,5
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_delta,99,9,2.730839412644391,0.009629719354755942,0.018376317073751817,0.1953272855830528,0.12270375140474638,1.6009143623019129,0.04044482128997496,1,6
01.00-resazurin-20260602-mgig-36C,corrected_fc,auc_late,99,9,2.5164586679003365,0.016208730145185844,0.01019523171657278,0.1827963696842412,0.10916482596636815,1.3931013694444854,0.056730555508150454,6,8
01.00-resazurin-20260602-mgig-36C,corrected_fc,initial_slope,99,9,2.3309559070161714,0.025321471733738856,0.040468643985403195,0.17163415616510153,0.09710784975857441,1.4855128256394472,0.0658291615734068,7,10
01.00-resazurin-20260602-mgig-36C,corrected_fc,auc_total,99,9,2.2883095094755874,0.028035104204086215,0.015225099945095844,0.16902475954431226,0.09428971133107518,1.2208552198504223,0.0658291615734068,7,11
01.00-resazurin-20260602-mgig-36C,corrected_fc,inflection_time,99,9,2.285662824207494,0.028212497817174345,0.008424859781250241,0.16886227544910185,0.09411423448130381,1.6829719399604566,0.0658291615734068,7,12
01.00-resazurin-20260602-mgig-36C,corrected_fc,vmax,99,9,2.026392962438396,0.05196895797366888,0.07092033489701151,0.15263128834552217,0.07658852817130159,1.3023896182034407,0.10913481174470464,10,14
01.00-resazurin-20260602-mgig-36C,corrected_fc,late_early_auc_ratio,99,9,1.8103981727028553,0.08528351197877175,0.10375145762687332,0.13861737971256602,0.061461789935216865,1.383879864380444,0.1628139774140188,11,16
01.00-resazurin-20260602-mgig-36C,corrected_fc,auc_early,99,9,1.753338118499696,0.09694808003662062,0.038196707374965895,0.13483753960109998,0.05738259570250824,1.1197024491702858,0.16965914006408608,12,18
01.00-resazurin-20260602-mgig-36C,corrected_fc,depression_abs,99,9,1.6447109131381212,0.12329034007544215,0.17312720179992946,0.12754926606864553,0.04951806667900337,1.1948199151894727,0.19916131858340655,13,20
01.00-resazurin-20260602-mgig-36C,corrected_fc,stability_cv,99,9,1.5442614564116641,0.15322898094785053,0.183413810516913,0.12069953874811423,0.04212790787212949,1.152027650918707,0.2298434714217758,14,22
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,99,9,2.285662824207494,0.028212497817174345,0.008424859781250241,0.16886227544910185,0.09411423448130381,1.6829719399604566,0.2697923986433364,1,2
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,99,9,2.1948267725823185,0.03500344462346091,0.025096560969234554,0.16324693576998486,0.08805025978639996,1.4170954525441457,0.2697923986433364,1,3
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,99,9,1.950166876348229,0.061998158272414096,0.0466072637800816,0.14773804714866864,0.0713061896459058,1.2425009166000645,0.2697923986433364,1,4
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,late_early_auc_ratio,99,9,1.810398172702856,0.08528351197877164,0.10375145762687332,0.13861737971256607,0.06146178993521693,1.3838798643804442,0.2697923986433364,1,5
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,peak_value,99,9,1.7662667752732784,0.09418296459184113,0.10922676814228957,0.135696878818481,0.05830996268298066,1.0640754965653556,0.2697923986433364,1,6
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,metabolic_scope,99,9,1.7660435886015136,0.09423007570549029,0.108132448020282,0.13568205857485632,0.058293969077613944,1.0639118037381514,0.2697923986433364,1,7
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,final_value,99,9,1.7273682065399392,0.10272930727477701,0.1277929039258383,0.13310620297183468,0.05551425475715751,1.0455070412020453,0.2697923986433364,1,8
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,final_delta,99,9,1.7271549792994882,0.1027780566260329,0.12649590246017708,0.13309195906610963,0.0554988839964375,1.0453448358037518,0.2697923986433364,1,9
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,auc_late,99,9,1.6236134142385101,0.12910346549322455,0.0667884384358706,0.12611947881258861,0.047975379708993605,0.9533069287841199,0.2985409580546229,9,11
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,stability_cv,99,9,1.5442614564116641,0.15322898094785053,0.183413810516913,0.12069953874811423,0.0421279078721295,1.1520276509187075,0.2985409580546229,9,12
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,auc_total,99,9,1.4892961007097385,0.17219719387014829,0.07720775690826494,0.11690568214571652,0.038035201994669844,0.9805422629847512,0.2985409580546229,9,13
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,depression_abs,99,9,1.4721787133981517,0.17850794189565036,0.18133007034969348,0.11571749985305196,0.036753494594554265,1.1076746254583008,0.2985409580546229,9,14
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,min_slope,99,9,1.4555965768049985,0.1848110692719094,0.11534276783982789,0.1145634184121899,0.03550860430204942,1.20640264122738,0.2985409580546229,9,15
01.00-resazurin-20260602-mgig-36C,corrected_fc,time_to_vmax,99,9,1.3842391304347854,0.21415437301365853,0.16692840114385576,0.10956252419667074,0.03011458022745687,1.0965270363752904,0.2998161222191219,15,24
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,time_to_vmax,99,9,1.3842391304347854,0.21415437301365853,0.16692840114385576,0.10956252419667074,0.03011458022745687,1.0965270363752904,0.3088753116860911,14,17
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,vmax,99,9,1.36962442924857,0.22062522263292222,0.15713083669163175,0.10853131461457635,0.02900237910505168,0.9294084228084648,0.3088753116860911,14,18
01.00-resazurin-20260602-mgig-36C,corrected_fc,time_to_peak,99,9,1.293307086614173,0.25709576087118463,0.2025779704243098,0.10310734463276831,0.023152824178385482,0.80264416282165,0.3221551977658253,16,26
01.00-resazurin-20260602-mgig-36C,corrected_fc,min_slope,99,9,1.2860732229681073,0.26079230295328715,0.07948524598481345,0.10258979826408592,0.02259470567227664,1.0412136858135685,0.3221551977658253,16,27
