experiment,value_metric,feature,n,n_family,f_statistic,p_value,kruskal_p_value,eta_sq,omega_sq,max_abs_pairwise_d,p_adj_bh,rank_within_metric,rank_score
01.00-resazurin-20260429-freshwater_stress,corrected_fc,delta_auc_late_minus_early,99,9,7.029420617566045,3.567523328090016e-7,2.1383573172647032e-5,0.384553797663092,0.32760719518718684,2.634537270299894,3.7458994944945165e-6,2,4
01.00-resazurin-20260429-freshwater_stress,corrected_fc,auc_early,99,9,6.375801795806643,1.5454192983012178e-6,4.588149976945265e-5,0.3617311637603635,0.30284839285832116,2.5241543075064663,1.0817935088108524e-5,3,6
01.00-resazurin-20260429-freshwater_stress,corrected_fc,auc_total,99,9,5.993537426241381,3.705613687022001e-6,5.721325154894482e-5,0.347581663674204,0.28750477393086993,2.453005334634116,1.9454471856865508e-5,4,8
01.00-resazurin-20260429-freshwater_stress,corrected_fc,auc_late,99,9,4.769965926195994,6.603723976845206e-5,4.048049120982127e-4,0.2977513153380746,0.23350720858933746,2.1960405680190744,2.7735640702749865e-4,5,10
01.00-resazurin-20260429-freshwater_stress,corrected_fc,final_value,99,9,4.354740292339322,1.799692832328972e-4,4.0519979393452996e-4,0.2790652206161452,0.2132737241677883,2.1055580504554845,4.82327476721566e-4,6,12
01.00-resazurin-20260429-freshwater_stress,corrected_fc,final_delta,99,9,4.331299541278447,1.9050944858464963e-4,4.4115679010986247e-4,0.277980635042914,0.21209958033229317,2.0991935171850584,4.82327476721566e-4,6,13
01.00-resazurin-20260429-freshwater_stress,corrected_fc,peak_value,99,9,4.320952478447283,1.9535825526875063e-4,5.074353222744372e-4,0.27750084552811904,0.21158018177026275,2.0892522696806775,4.82327476721566e-4,6,14
01.00-resazurin-20260429-freshwater_stress,corrected_fc,metabolic_scope,99,9,4.297705164038954,2.0671177573781398e-4,5.416036428790165e-4,0.27642054687140105,0.21041071911475395,2.086070987701879,4.82327476721566e-4,6,15
01.00-resazurin-20260429-freshwater_stress,corrected_fc,vmax,99,9,4.154200850583226,2.93150354331949e-4,5.420082097452269e-4,0.2696797380713159,0.203114177022494,2.1203309241840094,6.156157440970929e-4,10,17
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,99,9,3.9772579248951314,4.516274257482382e-4,5.457849884706437e-6,0.2611933116593953,0.19392964471155913,1.7045533905244177,0.004742087970356502,2,4
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,auc_early,99,9,3.5207261965958105,0.0013846937652475274,7.611316638608614e-6,0.2383583684197753,0.16922479396619708,1.6353019316454382,0.009692856356732692,3,6
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,auc_total,99,9,3.2754124514879686,0.002532181307057673,7.803463765428078e-6,0.2254953146719382,0.1553138834160854,1.5911037353532158,0.013293951862052782,4,8
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,auc_late,99,9,2.552253120676184,0.014864021135712266,2.237265568413999e-5,0.18491568719695725,0.11145436269638362,1.4337354807095173,0.06242888876999152,5,10
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,final_value,99,9,2.3181285656464743,0.02610969884171285,3.81211738729068e-5,0.170851017104585,0.0962620455454873,1.3640473709224004,0.06814623253001048,6,12
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,peak_value,99,9,2.295342300996141,0.02756896596084548,4.366183349813999e-5,0.1694562049441407,0.09475565954934069,1.3631349573634601,0.06814623253001048,6,13
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,final_delta,99,9,2.29378743071345,0.027671372877335964,4.321490385636139e-5,0.16936085584980415,0.09465268497821096,1.3617922168042735,0.06814623253001048,6,14
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,metabolic_scope,99,9,2.2711381082974396,0.029205528227147348,4.926746904691383e-5,0.16796944828954324,0.09315002517265547,1.3608826120574777,0.06814623253001048,6,15
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,vmax,99,9,1.9341616934890242,0.06432449817315054,6.799089934980053e-4,0.14670342631220964,0.07018937142720458,1.3875504481810976,0.13508144616361614,10,17
01.00-resazurin-20260429-freshwater_stress,corrected_fc,inflection_time,99,9,1.8376827317992408,0.08017832159343405,0.12143005600629214,0.1404131479543135,0.0633998975683547,1.0422384539540754,0.15306770486019228,11,19
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,inflection_time,99,9,1.8376827317992408,0.08017832159343405,0.12143005600629214,0.1404131479543135,0.0633998975683547,1.0422384539540754,0.15306770486019228,11,19
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,min_slope,99,9,1.6410484897044142,0.12428222594204806,0.06459309695125344,0.12730139763379655,0.049250622430569324,1.181567141005989,0.2174938953985841,12,21
01.00-resazurin-20260429-freshwater_stress,corrected_fc,initial_slope,99,9,1.515957885410664,0.16275415254043743,0.3600917180345126,0.11875003027725387,0.040024790244222196,1.1582702381514158,0.2848197669457655,12,21
01.00-resazurin-20260429-freshwater_stress,corrected_fc,min_slope,99,9,1.4354641517987723,0.192720093700198,0.07549261685039328,0.11315818913848938,0.033992847303477826,0.9822931469796503,0.31131707443878137,13,23
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,initial_slope,99,9,1.2779843086835954,0.2649759843015083,0.27629229635957203,0.1020103695211191,0.021969861172815807,1.0240062395745813,0.4176772924762019,13,23
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,stability_cv,99,9,1.2526008119158163,0.27845152831746794,0.26707366005255273,0.10018721950412139,0.02000386420811259,1.0269731920004928,0.4176772924762019,13,24
01.00-resazurin-20260429-freshwater_stress,corrected_fc,stability_cv,99,9,1.2526008119158112,0.2784515283174707,0.26707366005255273,0.10018721950412103,0.020003864208112194,1.0269731920004923,0.4176772924762061,14,25
01.00-resazurin-20260429-freshwater_stress,corrected_fc,time_to_peak,99,9,1.1946902654867537,0.3111930959071416,0.08374838041395738,0.09600000000000204,0.015488867376575293,0.9513508201207842,0.43567033426999824,15,27
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,time_to_peak,99,9,1.1946902654867537,0.3111930959071416,0.08374838041395738,0.09600000000000204,0.015488867376575293,0.9513508201207842,0.43567033426999824,15,26
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,resilience_ratio,99,9,1.1146462545967077,0.36108582664050054,0.011355390647841173,0.09014784828011754,0.009179303581517617,0.982680302644335,0.44670295517107733,16,28
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,metabolic_depression_index,99,9,1.1138386100962676,0.361616677995634,0.011355390647841173,0.0900884138997666,0.009115227896710739,0.9823551760019643,0.44670295517107733,16,29
01.00-resazurin-20260429-freshwater_stress,corrected_fc,resilience_ratio,99,9,1.114646254596709,0.3610858266404991,0.011355390647841173,0.09014784828011764,0.009179303581517726,0.9826803026443381,0.4467029551710781,16,29
01.00-resazurin-20260429-freshwater_stress,corrected_fc,metabolic_depression_index,99,9,1.1138386100962674,0.36161667799563463,0.011355390647841173,0.0900884138997666,0.009115227896710721,0.9823551760019639,0.4467029551710781,16,30
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,depression_abs,99,9,1.0038950518765606,0.4388495549739083,0.013111004924776503,0.08192456746418962,3.1465262935322856e-4,0.9327887657708737,0.4842975345722701,18,31
01.00-resazurin-20260429-freshwater_stress,corrected_fc,depression_abs,99,9,1.0018442232542524,0.44038075370695756,0.013251713439612128,0.08177089138570105,1.4900593568005756e-4,0.9345551625377221,0.4842975345722701,18,32
01.00-resazurin-20260429-freshwater_stress,corrected_fc,late_early_auc_ratio,99,9,0.9877989119678208,0.4509516515599471,0.2384218463726673,0.08071704062744597,0,0.9826890620157361,0.4842975345722701,18,33
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,late_early_auc_ratio,99,9,0.9877989119678199,0.45095165155994765,0.2384218463726673,0.08071704062744592,0,0.9826890620157359,0.4842975345722701,18,32
01.00-resazurin-20260429-freshwater_stress,corrected_fc,time_to_vmax,99,9,0.9743153858870719,0.4612357472116858,0.6521711834866122,0.0797030635361319,0,0.8860410621915437,0.4842975345722701,18,34
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,time_to_vmax,99,9,0.9743153858870719,0.4612357472116858,0.6521711834866122,0.0797030635361319,0,0.8860410621915437,0.4842975345722701,18,33
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,time_to_min_slope,99,9,0.7773756313308743,0.6235998627637582,0.0023999141364267665,0.06463385323277333,0,0.9441878718544228,0.6235998627637582,21,35
01.00-resazurin-20260429-freshwater_stress,corrected_fc,time_to_min_slope,99,9,0.7760852063694071,0.6247150146411323,0.0029623810307208803,0.06453348642153034,0,0.9437281419720559,0.6247150146411323,21,36
01.00-resazurin-20260429-freshwater_stress,corrected_fc,time_to_trough,99,9,NA,NA,NA,NA,0,-Inf,NA,NA,NA
01.00-resazurin-20260429-freshwater_stress,metabolism_per_area_mm2_measurement,time_to_trough,99,9,NA,NA,NA,NA,0,-Inf,NA,NA,NA
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,trough_value,99,9,11149397399059827e15,0,1.0935960442354406e-17,1,1,2818950088381221,0,1,2
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,trough_value,99,9,89.1710000528739,2.025255855335592e-39,7.089806156318619e-16,0.8879716394571192,0.8769220059127921,8.448729124736586,4.2530372962047433e-38,1,2
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,auc_early,99,9,8.403706595813118,1.846189786115678e-8,1.2412120177767502e-7,0.4275888904133423,0.37432713610203316,2.794663857849264,1.9384992754214617e-7,2,4
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,initial_slope,99,9,7.712458968334372,8.02262969822472e-8,1.2301283427099311e-6,0.40672251321484704,0.3516685473676814,2.687544063901951,5.615840788757303e-7,3,6
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,auc_early,99,9,7.230304210402637,2.2905637933473194e-7,1.0237464447699106e-5,0.3912437873361776,0.3348670970356473,2.497422974028189,2.4050919830146853e-6,2,4
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,initial_slope,99,9,6.366954949190458,1.5767928806077392e-6,5.7087712815492264e-5,0.3614106392139599,0.3025007652516525,2.4982616615583337,1.1037550164254175e-5,3,6
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,inflection_time,99,9,5.791984732824418,5.906096125304858e-6,1.5948753184157645e-5,0.33986562150055954,0.279139569784892,2.1205841574040147,3.1007004657850504e-5,4,8
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,inflection_time,99,9,5.791984732824418,5.906096125304858e-6,1.5948753184157645e-5,0.33986562150055954,0.279139569784892,2.1205841574040147,3.1007004657850504e-5,4,8
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,time_to_peak,99,9,5.571428571428556,9.874600607901843e-6,6.660895754659232e-5,0.331210191082802,0.2697576396206527,1.973855084879306,4.1473322553187746e-5,5,10
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,time_to_peak,99,9,5.571428571428556,9.874600607901843e-6,6.660895754659232e-5,0.331210191082802,0.2697576396206527,1.973855084879306,4.1473322553187746e-5,5,10
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,auc_total,99,9,5.219919786362599,2.2585262115183716e-5,8.6332380203873e-7,0.316936563994974,0.2542898574195249,2.286128489136776,7.904841740314301e-5,6,12
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,auc_total,99,9,3.7558471863391123,7.770130262307844e-4,5.305943989858397e-4,0.25029224539606976,0.18213436117623533,1.7836269804553835,0.0027195455918077455,6,12
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,auc_late,99,9,3.6478329044543014,0.0010130621042460507,2.4954889102767615e-6,0.2448566128945933,0.1762539010647728,1.8815143053904018,0.0030391863127381524,7,14
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,resilience_ratio,99,9,2.7707323750015473,0.00873644889075054,1.1229321756068842e-4,0.19761680780254118,0.12517785068030837,1.3791458735267874,0.02105814867039344,8,16
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,metabolic_depression_index,99,9,2.7574255073119662,0.009024920858740045,1.1456448295290309e-4,0.19685455445560443,0.12435413202091126,1.3764341630424723,0.02105814867039344,8,17
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,resilience_ratio,99,9,2.7707323750015487,0.008736448890750514,1.1229321756068842e-4,0.19761680780254126,0.12517785068030846,1.3791458735267876,0.02369041725419265,7,14
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,metabolic_depression_index,99,9,2.757425507311966,0.009024920858740057,1.1456448295290309e-4,0.19685455445560446,0.12435413202091126,1.376434163042471,0.02369041725419265,7,15
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,auc_late,99,9,2.6712778276878617,0.01113354992229369,0.002151275370167916,0.19188452818425833,0.1189836801030276,1.4616714889134212,0.025978283152018614,9,17
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,depression_abs,99,9,2.571059384405417,0.0142019885679471,1.2196475515923961e-4,0.18602476936799758,0.11265256665708641,1.3801581339294202,0.02982417599268891,10,19
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,depression_abs,99,9,2.400027770230868,0.02145869876121314,1.313521226722483e-4,0.17582585256456776,0.10163520492179769,1.2677729979495829,0.045063267398547595,10,19
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,min_slope,99,9,2.0071623747092437,0.054343121982978825,2.979108523492874e-4,0.1514021114004244,0.07526155687758397,1.305847743553239,0.10374596014932322,11,21
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,99,9,1.7524973752992143,0.09713045691274028,4.9434929673047375e-5,0.13478159808195198,0.05732222629997385,1.1032234541408366,0.1699782995972955,12,23
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,min_slope,99,9,1.634164914405602,0.12616598686766606,0.0012726480540532215,0.12683514416820801,0.04874754979109875,1.1245746540001353,0.24086233856554431,11,21
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,time_to_min_slope,99,9,1.5564516129032295,0.14928030438528403,0.026046423177138327,0.1215365239294713,0.04303086997193666,1.1372137582551525,0.24114510708392037,13,25
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,time_to_min_slope,99,9,1.5564516129032295,0.14928030438528403,0.026046423177138327,0.1215365239294713,0.04303086997193666,1.1372137582551525,0.2606645011677524,12,23
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,delta_auc_late_minus_early,99,9,1.5068519394413344,0.16592712972151952,0.0011245221310311419,0.11812098679161473,0.03934620129342333,1.0321675506473282,0.2606645011677524,12,24
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,time_to_vmax,99,9,1.4849624060150362,0.17377633411183493,0.02803432873080367,0.11660516605166042,0.037711028283271116,1.116121837549232,0.2606645011677524,12,25
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,time_to_vmax,99,9,1.4849624060150362,0.17377633411183493,0.02803432873080367,0.11660516605166042,0.037711028283271116,1.116121837549232,0.2606645011677524,14,27
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,stability_cv,99,9,1.3862222633491337,0.21328867912735913,1.045888301847048e-5,0.10970226974954508,0.030265303383860288,1.0800521380940353,0.2982882265510719,15,29
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,final_value,99,9,1.33915553669796,0.23463929963696192,3.834525732339192e-6,0.10637373831741619,0.026675427693095787,1.2105926181561526,0.2982882265510719,15,30
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,late_early_auc_ratio,99,9,1.3127950945186257,0.24734663745306731,9.916690613791098e-5,0.10449864736641466,0.02465322715163955,1.036418234297589,0.2982882265510719,15,31
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,peak_value,99,9,1.296108391267473,0.2556756227580616,3.3080270353795473e-6,0.10330760350911755,0.023368783702579755,1.1912257938166022,0.2982882265510719,15,32
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,stability_cv,99,9,1.3862222633491337,0.21328867912735913,1.045888301847048e-5,0.10970226974954507,0.03026530338386027,1.0800521380940356,0.29860415077830277,15,27
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,final_delta,99,9,1.2355205490186787,0.28781781567671944,7.096401128813205e-6,0.09895627051895618,0.01867651284522163,1.1682632782505327,0.31811442785321625,19,34
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,late_early_auc_ratio,99,9,1.3127950945186262,0.24734663745306712,9.916690613791098e-5,0.10449864736641468,0.02465322715163959,1.0364182342975896,0.3246424616571506,16,29
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,metabolic_scope,99,9,1.1953811918775417,0.3107859173370923,9.257627774261626e-6,0.09605018708930388,0.015542980669813642,1.148747808928545,0.326325213203947,20,36
01.00-resazurin-20260505-mgig-freshwater-36C,metabolism_per_area_mm2_measurement,vmax,99,9,1.021225382691324,0.4260378684890811,0.0024021211746554196,0.08322114139731895,0.0017122456260726458,0.9415095618855424,0.4260378684890811,21,38
01.00-resazurin-20260505-mgig-freshwater-36C,corrected_fc,final_value,99,9,1.0445942693611534,0.40913065303090396,0.0024139873564072,0.08496370408613999,0.003590638179796783,1.0171212925302475,0.4984351153457571,17,31
