experiment,value_metric,feature,contrast,estimate,SE,df,t.ratio,p.value
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,7-1,-12.270131887122044,NA,NA,NA,0.6578156634973068
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,8-1,-13.530915095209874,NA,NA,NA,0.5300434229324562
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-1,-25.082493038445932,NA,NA,NA,0.008938027809580529
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-1,-21.424559523144424,NA,NA,NA,0.04621621384657182
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,3-10,-8.939202347860338,NA,NA,NA,0.9169083110804274
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,5-10,-1.2591458422312272,NA,NA,NA,0.9999999458278289
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,6-10,5.307444178005042,NA,NA,NA,0.9967682160993594
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,7-10,-0.8914993785974907,NA,NA,NA,0.9999999965250732
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,8-10,-2.1522825866853204,NA,NA,NA,0.999996282801255
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-10,-13.703860529921377,NA,NA,NA,0.5124937446010142
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-10,-10.04592701461987,NA,NA,NA,0.8508820609697284
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,5-3,7.680056505629111,NA,NA,NA,0.9645676215586487
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,6-3,14.24664652586538,NA,NA,NA,0.45820436642525697
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,7-3,8.047702969262847,NA,NA,NA,0.9534694786585575
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,8-3,6.786919761175017,NA,NA,NA,0.9833922739689769
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-3,-4.764658182061039,NA,NA,NA,0.9984882925639778
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-3,-1.1067246667595327,NA,NA,NA,0.9999999805647624
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,6-5,6.566590020236269,NA,NA,NA,0.9865450585911242
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,7-5,0.36764646363373643,NA,NA,NA,0.9999999999971263
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,8-5,-0.8931367444540932,NA,NA,NA,0.9999999964738822
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-5,-12.44471468769015,NA,NA,NA,0.6404127053066289
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-5,-8.786781172388643,NA,NA,NA,0.9241852367788987
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,7-6,-6.198943556602533,NA,NA,NA,0.9907519805359364
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,8-6,-7.4597267646903624,NA,NA,NA,0.9702180440136441
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-6,-19.01130470792642,NA,NA,NA,0.11661989499029479
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-6,-15.353371192624913,NA,NA,NA,0.3541879729515073
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,8-7,-1.2607832080878296,NA,NA,NA,0.9999999452661792
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-7,-12.812361151323886,NA,NA,NA,0.6032935158533144
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-7,-9.15442763602238,NA,NA,NA,0.9058864932441177
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9-8,-11.551577943236056,NA,NA,NA,0.7269914294326093
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-8,-7.89364442793455,NA,NA,NA,0.9583838984239896
01.00-resazurin-20260602-mgig-36C,corrected_fc,final_value,9b-9,3.6579335153015062,NA,NA,NA,0.9997818660784218
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,10-1,-11.583809218950393,NA,NA,NA,0.7250378877620935
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,3-1,-20.770365801673737,NA,NA,NA,0.060690359883568634
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,5-1,-13.035620453834436,NA,NA,NA,0.5818450547235108
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,6-1,-6.404473276830181,NA,NA,NA,0.9886240644450011
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,7-1,-12.596177506548788,NA,NA,NA,0.6264143318213656
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,8-1,-13.982663091390414,NA,NA,NA,0.4857794967095288
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-1,-25.518652813764128,NA,NA,NA,0.00731343489242664
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-1,-21.792209058542312,NA,NA,NA,0.04001909480113819
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,3-10,-9.186556582723345,NA,NA,NA,0.9046437219517462
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,5-10,-1.451811234884044,NA,NA,NA,0.9999998338013655
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,6-10,5.179335942120211,NA,NA,NA,0.9972923668538163
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,7-10,-1.0123682875983953,NA,NA,NA,0.999999990508003
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,8-10,-2.3988538724400215,NA,NA,NA,0.9999914060249758
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-10,-13.934843594813735,NA,NA,NA,0.490568103126771
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-10,-10.20839983959192,NA,NA,NA,0.8399894844800048
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,5-3,7.734745347839301,NA,NA,NA,0.9632622763472032
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,6-3,14.365892524843556,NA,NA,NA,0.4478605616789708
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,7-3,8.17418829512495,NA,NA,NA,0.9494178771990429
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,8-3,6.787702710283323,NA,NA,NA,0.9834816857571783
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-3,-4.74828701209039,NA,NA,NA,0.9985351570531402
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-3,-1.021843256868575,NA,NA,NA,0.9999999897774834
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,6-5,6.631147177004255,NA,NA,NA,0.9857623292408535
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,7-5,0.4394429472856487,NA,NA,NA,0.9999999999878766
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,8-5,-0.9470426375559775,NA,NA,NA,0.9999999944190708
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-5,-12.483032359929691,NA,NA,NA,0.6377824977397712
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-5,-8.756588604707876,NA,NA,NA,0.9259621160480741
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,7-6,-6.1917042297186065,NA,NA,NA,0.9908812407100389
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,8-6,-7.578189814560233,NA,NA,NA,0.9674577475843025
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-6,-19.114179536933946,NA,NA,NA,0.11317719212764776
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-6,-15.38773578171213,NA,NA,NA,0.35246518928552584
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,8-7,-1.3864855848416262,NA,NA,NA,0.9999998845854288
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-7,-12.92247530721534,NA,NA,NA,0.59336496375332215
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-7,-9.196031551993524,NA,NA,NA,0.9041345963395027
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9-8,-11.535989722373714,NA,NA,NA,0.7294699374441647
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-8,-7.809545967151898,NA,NA,NA,0.9611252693740979
01.00-resazurin-20260602-mgig-36C,corrected_fc,metabolic_scope,9b-9,3.7264437552218155,NA,NA,NA,0.9997512257952671
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,10-1,-11.58615806627531,NA,NA,NA,0.7247862390625579
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,3-1,-20.771931699890345,NA,NA,NA,0.06063731596543176
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,5-1,-13.037186352051055,NA,NA,NA,0.5816444398574192
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,6-1,-6.406822124155113,NA,NA,NA,0.9885946280551259
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,7-1,-12.598526353873709,NA,NA,NA,0.6261385050461279
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,8-1,-13.985011938715338,NA,NA,NA,0.48550134141463475
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-1,-25.521001661089052,NA,NA,NA,0.007302185091387137
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-1,-21.792992007650625,NA,NA,NA,0.03999469015658941
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,3-10,-9.185773633615035,NA,NA,NA,0.904670490402536
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,5-10,-1.4510282857757453,NA,NA,NA,0.9999998344691201
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,6-10,5.179335942120197,NA,NA,NA,0.9972917817615669
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,7-10,-1.0123682875983988,NA,NA,NA,0.9999999905056678
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,8-10,-2.3988538724400286,NA,NA,NA,0.999991403959846
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-10,-13.934843594813744,NA,NA,NA,0.49052492712421536
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-10,-10.206833941375315,NA,NA,NA,0.8400803444511844
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,5-3,7.73474534783929,NA,NA,NA,0.9632555850788955
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,6-3,14.365109575735232,NA,NA,NA,0.4478936913845861
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,7-3,8.173405346016636,NA,NA,NA,0.9494365110694236
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,8-3,6.786919761175007,NA,NA,NA,0.9834905168914795
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-3,-4.749069961198709,NA,NA,NA,0.9985331066069574
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-3,-1.0210603077602798,NA,NA,NA,0.9999999898371553
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,6-5,6.630364227895942,NA,NA,NA,0.9857702725772091
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,7-5,0.43865999817734647,NA,NA,NA,0.9999999999880452
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,8-5,-0.9478255866642833,NA,NA,NA,0.9999999943808346
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-5,-12.483815309037999,NA,NA,NA,0.637665374127483
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-5,-8.75580565559957,NA,NA,NA,0.9259854516121516
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,7-6,-6.191704229718596,NA,NA,NA,0.9908793830632094
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,8-6,-7.578189814560226,NA,NA,NA,0.9674517451904686
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-6,-19.11417953693394,NA,NA,NA,0.11315340183582212
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-6,-15.386169883495512,NA,NA,NA,0.3525614333568644
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,8-7,-1.3864855848416298,NA,NA,NA,0.9999998845571603
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-7,-12.922475307215345,NA,NA,NA,0.5933243370388254
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-7,-9.194465653776916,NA,NA,NA,0.9042035682194907
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9-8,-11.535989722373715,NA,NA,NA,0.7294369876588309
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-8,-7.8079800689352865,NA,NA,NA,0.9611638721644334
01.00-resazurin-20260602-mgig-36C,corrected_fc,peak_value,9b-9,3.728009653438429,NA,NA,NA,0.9997503869112208
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,10-1,-0.06366077749805765,NA,NA,NA,0.9758143849204356
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,3-1,-0.13299000053058563,NA,NA,NA,0.38071317509059444
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,5-1,-0.05043128902561264,NA,NA,NA,0.9946576879409235
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,6-1,-0.02682836495845109,NA,NA,NA,0.9999464834333012
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,7-1,-0.038936270904111614,NA,NA,NA,0.9991352082333171
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,8-1,-0.08792875289785126,NA,NA,NA,0.857060342864977
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-1,-0.17189532387690878,NA,NA,NA,0.09906877453060858
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-1,-0.14147673186372262,NA,NA,NA,0.2977522124084332
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,3-10,-0.06932922303252796,NA,NA,NA,0.9596904872681448
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,5-10,0.013229488472445011,NA,NA,NA,0.9999997853642382
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,6-10,0.03683241253960656,NA,NA,NA,0.9994233324250124
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,7-10,0.02472450659394604,NA,NA,NA,0.9999713872292861
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,8-10,-0.024267975399793612,NA,NA,NA,0.9999752117649885
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-10,-0.10823454637885113,NA,NA,NA,0.6592187821424746
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-10,-0.07781595436566495,NA,NA,NA,0.9230339283229169
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,5-3,0.08255871150497297,NA,NA,NA,0.895189165475466
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,6-3,0.10616163557213452,NA,NA,NA,0.6822788706267748
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,7-3,0.094053729626474,NA,NA,NA,0.8053774302349723
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,8-3,0.04506124763273435,NA,NA,NA,0.9975448154606533
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-3,-0.03890532334632317,NA,NA,NA,0.9991401841549125
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-3,-0.008486731333136988,NA,NA,NA,0.9999999936809982
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,6-5,0.02360292406716155,NA,NA,NA,0.999979993231468
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,7-5,0.011495018121501027,NA,NA,NA,0.9999999295040081
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,8-5,-0.03749746387223862,NA,NA,NA,0.999342618096283
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-5,-0.12146403485129614,NA,NA,NA,0.5074209331682662
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-5,-0.09104544283810996,NA,NA,NA,0.8318036594453803
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,7-6,-0.012107905945660524,NA,NA,NA,0.9999998935750414
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,8-6,-0.061100387939400175,NA,NA,NA,0.9812527385561869
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-6,-0.1450669589184577,NA,NA,NA,0.2660902979336526
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-6,-0.11464836690527151,NA,NA,NA,0.5860013974256715
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,8-7,-0.04899248199373965,NA,NA,NA,0.9956144271528675
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-7,-0.13295905297279717,NA,NA,NA,0.3810346009170674
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-7,-0.10254046095961099,NA,NA,NA,0.7214381522600744
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9-8,-0.08396657097905752,NA,NA,NA,0.8858679465960612
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-8,-0.05354797896587134,NA,NA,NA,0.9920089248821284
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,delta_auc_late_minus_early,9b-9,0.030418592013186183,NA,NA,NA,0.9998611425565725
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,10-1,-0.3181818181818197,NA,NA,NA,0.9929280873702329
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,3-1,-0.22727272727272707,NA,NA,NA,0.9993353816410464
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,5-1,-0.22727272727272774,NA,NA,NA,0.9993353816410464
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,6-1,-0.5454545454545459,NA,NA,NA,0.8394618678007587
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,7-1,-0.22727272727272751,NA,NA,NA,0.9993353816410464
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,8-1,-1.0454545454545463,NA,NA,NA,0.09562657833035437
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-1,-0.3636363636363642,NA,NA,NA,0.983128509190106
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-1,0.3636363636363631,NA,NA,NA,0.9831285091901063
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,3-10,0.0909090909090926,NA,NA,NA,0.9999994145614817
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,5-10,0.09090909090909194,NA,NA,NA,0.9999994145614817
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,6-10,-0.22727272727272618,NA,NA,NA,0.9993353816410464
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,7-10,0.09090909090909216,NA,NA,NA,0.9999994145614817
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,8-10,-0.7272727272727265,NA,NA,NA,0.5222421818526541
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-10,-0.045454545454544526,NA,NA,NA,0.9999999976126934
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-10,0.6818181818181828,NA,NA,NA,0.6088925449454426
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,5-3,-6.661338147750939e-16,NA,NA,NA,1
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,6-3,-0.3181818181818188,NA,NA,NA,0.9929280873702329
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,7-3,-4.440892098500626e-16,NA,NA,NA,1
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,8-3,-0.8181818181818191,NA,NA,NA,0.3581594642657806
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-3,-0.13636363636363713,NA,NA,NA,0.9999860274572507
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-3,0.5909090909090902,NA,NA,NA,0.771463534286282
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,6-5,-0.3181818181818181,NA,NA,NA,0.9929280873702331
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,7-5,2.220446049250313e-16,NA,NA,NA,1
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,8-5,-0.8181818181818185,NA,NA,NA,0.3581594642657817
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-5,-0.13636363636363646,NA,NA,NA,0.9999860274572507
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-5,0.5909090909090908,NA,NA,NA,0.7714635342862808
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,7-6,0.31818181818181834,NA,NA,NA,0.992928087370233
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,8-6,-0.5000000000000003,NA,NA,NA,0.8948057287025823
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-6,0.18181818181818166,NA,NA,NA,0.9998735693105866
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-6,0.909090909090909,NA,NA,NA,0.22455705019197314
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,8-7,-0.8181818181818187,NA,NA,NA,0.35815946426578127
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-7,-0.1363636363636367,NA,NA,NA,0.9999860274572507
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-7,0.5909090909090906,NA,NA,NA,0.7714635342862812
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9-8,0.681818181818182,NA,NA,NA,0.608892544945444
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-8,1.4090909090909092,NA,NA,NA,0.004738039532285687
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,inflection_time,9b-9,0.7272727272727273,NA,NA,NA,0.5222421818526525
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,10-1,-0.013532067421948943,NA,NA,NA,0.999924994251906
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,3-1,-0.02588480308822133,NA,NA,NA,0.9919152490040175
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,5-1,-0.03426515803433496,NA,NA,NA,0.9537005252716528
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,6-1,0.0561894059047425,NA,NA,NA,0.5652608606719061
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,7-1,0.0011319999732876534,NA,NA,NA,1
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,8-1,0.022450354130957667,NA,NA,NA,0.996930492022671
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,9-1,0.005395844518600909,NA,NA,NA,0.9999999433721607
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,9b-1,-0.0384138174534871,NA,NA,NA,0.9131643576026938
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,3-10,-0.012352735666272388,NA,NA,NA,0.9999626290295398
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,5-10,-0.02073309061238602,NA,NA,NA,0.9982457915785344
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,6-10,0.06972147332669144,NA,NA,NA,0.271062232376555
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,7-10,0.014664067395236596,NA,NA,NA,0.9998621612883609
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,8-10,0.03598242155290661,NA,NA,NA,0.9389907101078419
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,9-10,0.018927911940549852,NA,NA,NA,0.9990876108012612
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,9b-10,-0.024881750031538155,NA,NA,NA,0.9937926889449895
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,5-3,-0.008380354946113631,NA,NA,NA,0.9999981667976698
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,6-3,0.08207420899296383,NA,NA,NA,0.10671864363692851
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,7-3,0.027016803061508984,NA,NA,NA,0.9892842422190937
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,8-3,0.048335157219179,NA,NA,NA,0.746148167608794
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,9-3,0.03128064760682224,NA,NA,NA,0.9729861860937294
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,9b-3,-0.012529014365265767,NA,NA,NA,0.9999583404737519
01.00-resazurin-20260602-mgig-36C,metabolism_per_area_mm2_measurement,initial_slope,6-5,0.09045456393907747,NA,NA,NA,0.0501254621937719
