rmd_path,experiment,output_dir,metabolism_path
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260415-36C.Rmd,01.00-resazurin-20260415-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260415-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260415-36C/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260429-freshwater_stress.Rmd,01.00-resazurin-20260429-freshwater_stress,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260429-freshwater_stress,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260429-freshwater_stress/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260505-mgig-freshwater-36C.Rmd,01.00-resazurin-20260505-mgig-freshwater-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260505-mgig-freshwater-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260505-mgig-freshwater-36C/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260505-mgig-freshwater-RT.Rmd,01.00-resazurin-20260505-mgig-freshwater-RT,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260505-mgig-freshwater-RT,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260505-mgig-freshwater-RT/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260511-mgig-freshwater-RT.Rmd,01.00-resazurin-20260511-mgig-freshwater-RT,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260511-mgig-freshwater-RT,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260511-mgig-freshwater-RT/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260602-mgig-36C.Rmd,01.00-resazurin-20260602-mgig-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260602-mgig-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260602-mgig-36C/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260602-mgig-freshwater-RT.Rmd,01.00-resazurin-20260602-mgig-freshwater-RT,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260602-mgig-freshwater-RT,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260602-mgig-freshwater-RT/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260604-mgig-36C.Rmd,01.00-resazurin-20260604-mgig-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260604-mgig-36C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260604-mgig-36C/metabolism.csv
/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/code/01.00-resazurin-20260624-mgig-33C.Rmd,01.00-resazurin-20260624-mgig-33C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260624-mgig-33C,/Users/sr320/Documents/GitHub/sormi-assay-development/Resazurin/outputs/01.00-resazurin-20260624-mgig-33C/metabolism.csv
