imageJ_ID,Area,sample_ID.group
1,142.058,80
2,160.695,79
3,152.041,81
4,160.639,78
5,105.24,84
6,220.578,82
7,150.954,83
8,147.413,85
9,144.598,86
10,109.183,87
11,125.458,88
