imageJ_ID,Area,sample_ID.group
1,110.828,35
2,194.867,36
3,165.305,34
4,230.036,39
5,204.736,37
6,150.349,40
7,160.105,38
8,185.043,41
9,196.326,43
10,160.999,42
11,99.955,44
