imageJ_ID,Area,sample_ID.group
1,115.474,70
2,186.36,67
3,122.091,68
4,182.778,69
5,124.675,71
6,179.844,72
7,92.304,73
8,175.161,74
9,175.863,76
10,192.57,77
11,109.504,75
