imageJ_ID,Area,sample_ID.group
1,159.914,24
2,119.353,23
3,103.059,25
4,160.205,27
5,192.01,28
6,146.441,26
7,167.18,29
8,173.732,30
9,267.876,33
10,201.398,32
11,153.698,31
