imageJ_ID,Area,sample_ID.group
1,128.785,12
2,122.328,14
3,117.195,13
4,245.418,15
5,143.538,17
6,160.592,18
7,130.662,16
8,131.112,22
9,145.105,20
10,242.909,21
11,226.822,19
