imageJ_ID,Area,sample_ID.group
1,114.326,59
2,217.46,58
3,235.595,56
4,82.31,57
5,218.631,60
6,93.77,61
7,105.76,62
8,145.881,65
9,200.025,66
10,214.843,63
11,140.301,64
