imageJ_ID,Area,sample_ID.group
1,136.559,89
2,181.896,91
3,168.798,90
4,91.999,92
5,176.099,95
6,152.104,93
7,198.018,94
8,99.603,97
9,244.35,99
10,130.706,98
11,122.214,96
