"glyc_concentration","glyc_mean_luminescence","glyc_sd","glyc_se","glyc_cv","glyc_n"
0,910,13.5277492584687,7.81024967590665,1.48656585257898,3
0.02,1086.66666666667,107.192972406466,61.8878914741092,9.86438396378519,3
0.2,1409.66666666667,30.3534731675526,17.5245859041266,2.15323763307301,3
2,6511.66666666667,401.472705589475,231.790374644371,6.1654369939515,3
20,61628.3333333333,7753.1764028257,4476.29848324608,12.5805388260146,3
