imageJ_ID,Area,sample_ID.group
1,91.671,85
2,183.484,86
3,169.593,88
4,164.498,87
5,114.56,89
6,103.789,91
7,147.754,92
8,137.787,90
9,193.123,93
10,147.665,94
11,254.805,95
