imageJ_ID,Area,sample_ID.group
1,183.001,49
2,163.883,50
3,100.588,52
4,145.384,51
5,176.979,53
6,156.493,54
7,121.482,55
8,113.087,56
9,129.626,58
10,180.681,57
11,124.569,59
