imageJ_ID,Area,sample_ID.group
1,126.104,73
2,167.867,74
3,184.322,76
4,191.131,75
5,164.4,78
6,300.511,77
7,185.113,79
8,141.937,80
9,283.174,83
10,135.981,82
11,213.624,81
