uid,Family,time,status,n_observations,experiment_id,Experiment,temperature_C,Family_identity_note
plate-E_B03,5,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-E_B04,6,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-E_C01,10,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-E_C02,8,52,0,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-E_C03,9B,48,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-E_C04,1,24,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_A01,1,50,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_A02,3,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_A03,10,52,0,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_A04,1,50,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_B02,7,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_B03,9,52,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-F_B04,5,52,0,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_C01,6,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_C02,10,26,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_C03,8,50,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-F_C04,9B,48,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-G_A01,9B,52,0,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-G_A02,1,24,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_A03,3,50,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_A04,8,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_B01,1,50,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_B03,7,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_B04,9,52,0,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-G_C01,5,52,0,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_C02,6,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_C03,10,29,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-G_C04,8,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_A01,8,52,0,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_A02,9B,48,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-H_A03,1,52,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_A04,3,24,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_B01,8,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_B02,9,48,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-H_B04,7,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_C01,9,52,0,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-H_C02,5,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_C03,6,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-H_C04,10,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_A01,10,26,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_A02,8,26,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_A03,9B,48,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-I_A04,1,29,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_B01,3,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_B02,7,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_B03,9,52,0,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-I_C01,7,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_C02,9,48,1,7,20260609,20260609 - 36 C,36,Ambiguous duplicate 9 label: one group is family 2 and one is family 9
plate-I_C03,5,48,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
plate-I_C04,6,50,1,7,20260609,20260609 - 36 C,36,Observed label treated as family identity
