imageJ_ID,Area,sample_ID.group
1,1245.899,16
2,678.724,84
3,838.249,104
4,725.224,74
5,733.666,22
6,697.466,116
7,577.174,52
8,682.385,57
9,1018.209,120
10,451.581,108
11,648.098,38
12,1059.026,65
13,412.513,39
14,628.372,37
15,1520.497,70
16,730.77,118
17,457.892,35
18,330.852,68
19,372.434,1
20,672.55,66
