imageJ_ID,Area,sample_ID.group
1,837.478,140
2,623.906,142
3,642.317,139
4,895.674,141
5,696.555,143
6,634.193,134
7,587.374,135
8,920.526,137
9,1265.919,138
10,453.133,136
