trace_id,family_id_group,treatment_group,AUC,n_timepoints,metric
36,7,NA,0.5056728611361563,9,metabolism_per_area_mm2_measurement
37,1,NA,0.9986371308278629,9,metabolism_per_area_mm2_measurement
38,9,NA,0.2526720163942448,9,metabolism_per_area_mm2_measurement
39,3,NA,0.38973310638471803,9,metabolism_per_area_mm2_measurement
4,3,NA,1.261743831663959,9,metabolism_per_area_mm2_measurement
40,6,NA,0.5730139990292344,9,metabolism_per_area_mm2_measurement
41,9b,NA,0.2443514525194523,9,metabolism_per_area_mm2_measurement
42,10,NA,0.6798184201086495,9,metabolism_per_area_mm2_measurement
43,5,NA,0.37546871740117993,9,metabolism_per_area_mm2_measurement
44,8,NA,0.3588723627630854,9,metabolism_per_area_mm2_measurement
45,8,NA,0.40407669713234007,8,metabolism_per_area_mm2_measurement
46,10,NA,1.0396434380280133,8,metabolism_per_area_mm2_measurement
47,9,NA,0.2848842498201927,8,metabolism_per_area_mm2_measurement
48,7,NA,0.3922559762307592,8,metabolism_per_area_mm2_measurement
49,1,NA,0.6809791665622864,8,metabolism_per_area_mm2_measurement
5,6,NA,0.5184460524012396,9,metabolism_per_area_mm2_measurement
50,9,NA,0.19718380251447526,8,metabolism_per_area_mm2_measurement
51,3,NA,0.6061053306999465,8,metabolism_per_area_mm2_measurement
52,6,NA,0.7018178742942321,8,metabolism_per_area_mm2_measurement
53,9b,NA,0.6606456707826324,8,metabolism_per_area_mm2_measurement
54,10,NA,0.597592687537941,8,metabolism_per_area_mm2_measurement
55,5,NA,0.46251635882019193,8,metabolism_per_area_mm2_measurement
56,5,NA,0.5147611135616383,9,metabolism_per_area_mm2_measurement
57,8,NA,0.3532202753551379,9,metabolism_per_area_mm2_measurement
58,10,NA,0.38291488282863134,9,metabolism_per_area_mm2_measurement
59,1,NA,0.8678088961414752,9,metabolism_per_area_mm2_measurement
6,9b,NA,0.3674537912566046,9,metabolism_per_area_mm2_measurement
60,7,NA,0.5321541157998515,9,metabolism_per_area_mm2_measurement
61,1,NA,0.461521631694652,9,metabolism_per_area_mm2_measurement
62,9,NA,0.48067448473828916,9,metabolism_per_area_mm2_measurement
63,3,NA,0.20389182863053,9,metabolism_per_area_mm2_measurement
64,6,NA,0.27216545843560236,9,metabolism_per_area_mm2_measurement
65,9b,NA,0.09836065119681589,9,metabolism_per_area_mm2_measurement
66,10,NA,0.4962221932753679,9,metabolism_per_area_mm2_measurement
67,10,NA,0.5110079656391493,8,metabolism_per_area_mm2_measurement
68,5,NA,0.29985218811942527,8,metabolism_per_area_mm2_measurement
69,8,NA,0.6102633182109302,8,metabolism_per_area_mm2_measurement
7,10,NA,0.46424808251396144,9,metabolism_per_area_mm2_measurement
70,5,NA,0.5169204842853456,8,metabolism_per_area_mm2_measurement
71,1,NA,0.2860626547541781,8,metabolism_per_area_mm2_measurement
72,7,NA,0.6639669823932985,8,metabolism_per_area_mm2_measurement
73,1,NA,0.4465708047335055,8,metabolism_per_area_mm2_measurement
74,9,NA,0.2871379974661721,8,metabolism_per_area_mm2_measurement
75,3,NA,0.2767723978969252,8,metabolism_per_area_mm2_measurement
76,6,NA,0.6241052591459234,8,metabolism_per_area_mm2_measurement
77,9b,NA,0.31204022208694254,8,metabolism_per_area_mm2_measurement
78,9b,NA,0.3441246518304763,9,metabolism_per_area_mm2_measurement
79,10,NA,0.21877766998605427,9,metabolism_per_area_mm2_measurement
8,5,NA,0.3326971732222109,9,metabolism_per_area_mm2_measurement
80,5,NA,0.5070316034698694,9,metabolism_per_area_mm2_measurement
81,8,NA,0.357516724687855,9,metabolism_per_area_mm2_measurement
82,5,NA,0.3579825798344924,9,metabolism_per_area_mm2_measurement
83,7,NA,0.43298627378020627,9,metabolism_per_area_mm2_measurement
84,7,NA,0.4211569163103447,9,metabolism_per_area_mm2_measurement
85,1,NA,0.5252321230876424,9,metabolism_per_area_mm2_measurement
86,9,NA,0.1897830729275709,9,metabolism_per_area_mm2_measurement
87,3,NA,0.21068955927871802,9,metabolism_per_area_mm2_measurement
88,6,NA,0.4815693159929655,9,metabolism_per_area_mm2_measurement
89,6,NA,0.4802198920748974,9,metabolism_per_area_mm2_measurement
9,8,NA,0.431367067718916,9,metabolism_per_area_mm2_measurement
90,9b,NA,0.24743331694270582,9,metabolism_per_area_mm2_measurement
91,10,NA,0.1813179156247123,9,metabolism_per_area_mm2_measurement
92,5,NA,0.11068616601194156,9,metabolism_per_area_mm2_measurement
93,8,NA,0.13375995127931553,9,metabolism_per_area_mm2_measurement
94,6,NA,0.39455434875659984,9,metabolism_per_area_mm2_measurement
95,7,NA,0.22155265554050826,9,metabolism_per_area_mm2_measurement
96,7,NA,0.896199637900696,9,metabolism_per_area_mm2_measurement
97,1,NA,0.13441253471289755,9,metabolism_per_area_mm2_measurement
98,9,NA,0.3380853297982551,9,metabolism_per_area_mm2_measurement
99,3,NA,0.6343784475618992,9,metabolism_per_area_mm2_measurement
