trace_id,family_id_group,treatment_group,AUC,n_timepoints,metric
1,7,NA,0.6935323334383272,9,metabolism_per_area_mm2_measurement
10,8,NA,0.6510439746503812,9,metabolism_per_area_mm2_measurement
11,6,NA,0.741055732742427,9,metabolism_per_area_mm2_measurement
12,7,NA,0.5324234679397448,9,metabolism_per_area_mm2_measurement
13,1,NA,0.554213632900994,9,metabolism_per_area_mm2_measurement
14,9,NA,0.45673064369052785,9,metabolism_per_area_mm2_measurement
15,3,NA,0.5638975390040165,9,metabolism_per_area_mm2_measurement
16,6,NA,0.7079706730288298,9,metabolism_per_area_mm2_measurement
17,9b,NA,0.3762760079565177,9,metabolism_per_area_mm2_measurement
18,10,NA,0.6502095737192455,9,metabolism_per_area_mm2_measurement
19,5,NA,0.46102345008013285,9,metabolism_per_area_mm2_measurement
2,1,NA,0.7560955554208827,9,metabolism_per_area_mm2_measurement
20,8,NA,0.43923813157018443,9,metabolism_per_area_mm2_measurement
21,8,NA,0.7703627922536498,9,metabolism_per_area_mm2_measurement
22,3,NA,0.41552759734268785,9,metabolism_per_area_mm2_measurement
23,3,NA,0.4867697054196636,9,metabolism_per_area_mm2_measurement
24,7,NA,0.7850190642350919,9,metabolism_per_area_mm2_measurement
25,1,NA,0.7075518657189019,9,metabolism_per_area_mm2_measurement
26,9,NA,0.39377272943043296,9,metabolism_per_area_mm2_measurement
27,3,NA,0.7439742558036901,9,metabolism_per_area_mm2_measurement
28,6,NA,0.37281782020867604,9,metabolism_per_area_mm2_measurement
29,9b,NA,0.6462824826942626,9,metabolism_per_area_mm2_measurement
3,9,NA,0.7415265740351487,9,metabolism_per_area_mm2_measurement
30,10,NA,0.3609422170551283,9,metabolism_per_area_mm2_measurement
31,5,NA,0.559227049111991,9,metabolism_per_area_mm2_measurement
32,8,NA,0.586235987842971,9,metabolism_per_area_mm2_measurement
33,9b,NA,0.5054643768815169,9,metabolism_per_area_mm2_measurement
34,9b,NA,0.48773418506234717,9,metabolism_per_area_mm2_measurement
35,9,NA,0.288155743359527,9,metabolism_per_area_mm2_measurement
