imageJ_ID,Area,sample_ID.group
1,164.789,12
2,178.801,14
3,105.003,13
4,122.568,18
5,183.598,15
6,184.432,16
7,141.576,17
8,175.889,21
9,193.795,22
10,117.848,19
11,164.629,20
