imageJ_ID,Area,sample_ID.group
1,151.532,81
2,235.829,80
3,132.189,79
4,92.15,78
5,175.779,84
6,151.961,82
7,215.574,83
8,165.751,88
9,165.162,85
10,168.686,86
11,181.996,87
