imageJ_ID,Area,sample_ID.group
1,164.274,92
2,113.851,91
3,124.038,90
4,144.296,89
5,181.324,94
6,179.86,95
7,166.309,93
8,220.842,97
9,264.305,96
10,158.319,99
11,135.617,98
