imageJ_ID,Area,sample_ID.group
1,122.483,2
2,209.685,4
3,186.336,1
4,183.557,3
5,181.477,8
6,174.392,7
7,172.67,5
8,106.442,6
9,198.653,9
10,139.825,10
11,125.93,11
