imageJ_ID,Area,sample_ID.group
1,160.419,59
2,209.071,56
3,169.598,57
4,108.333,58
5,259.59,60
6,151.906,61
7,268.772,62
8,141.89,66
9,96.189,65
10,259.929,64
11,121.458,63
